AMD,SYK,SMCI,AAPL,MSFT,IBM,HPE,GOOG,AVGO
0.334330591,0.009799918,0.215255305,0.226891781,0.298366997,0.538533503,0.706184198,0.252617141,0.351591155
0.382198953,0.009391588,0.231415613,0.247380649,0.304456147,0.531981272,0.722520798,0.270297939,0.348923784
0.386686612,0.006533279,0.244343795,0.246216528,0.314696918,0.545085734,0.726976165,0.310422739,0.325600198
0.383694839,0.026541444,0.302521034,0.27008152,0.31801823,0.559126436,0.755936433,0.312925479,0.334780746
0.353777113,0.023274805,0.347769832,0.27217698,0.316634366,0.542277746,0.733659343,0.342070553,0.329011916
0.364248317,0.023274805,0.199094997,0.281024499,0.323000239,0.553822286,0.735144465,0.342016679,0.346938838
0.368735976,0.021641485,0.202327059,0.293946419,0.337669573,0.5297972,0.706184198,0.352027797,0.351653155
0.3934181,0.022866475,0.189398877,0.324912702,0.34763362,0.515288729,0.69133272,0.375171522,0.355685126
0.403889304,0.028991424,0.173238568,0.31792786,0.347910343,0.510452566,0.697273336,0.38981132,0.373674142
0.401645475,0.032666393,0.157724543,0.305704299,0.310822049,0.495787948,0.693560403,0.352835106,0.351156896
0.394913987,0.032666393,0.185520273,0.311059362,0.244118475,0.525273113,0.712124687,0.346376309,0.354196447
0.408376963,0.030624744,0.191338049,0.311757907,0.25186824,0.52121681,0.700986142,0.358567244,0.344643633
0.42408377,0.031441403,0.182934689,0.315832388,0.255466386,0.512792567,0.681679425,0.341774568,0.346504579
0.387434555,0.032666393,0.171945679,0.316763727,0.243288167,0.575975142,0.666827947,0.300600184,0.326096458
0.35078534,0.031441403,0.151906962,0.317694973,0.248823651,0.570982833,0.686134792,0.296751875,0.33360214
0.383694839,0.032258063,0.161603082,0.310128105,0.234984735,0.559594439,0.703213953,0.295836815,0.326468624
0.369483919,0.035524703,0.20685188,0.314318943,0.240243606,0.56848667,0.721035548,0.3172314,0.335959345
0.366492147,0.026541444,0.202973471,0.302211924,0.242457777,0.576286982,0.719550426,0.308969583,0.340301489
0.362004488,0.029399754,0.238526084,0.299301564,0.265983989,0.611076546,0.758164116,0.316693137,0.362632648
0.367988033,0.020824826,0.221719493,0.276135035,0.259341254,0.59001561,0.74628301,0.287467415,0.359158937
0.348541511,0.017558186,0.254040109,0.274156002,0.257680667,0.608892474,0.771530344,0.292257555,0.359034844
0.358264772,0.015924867,0.266968291,0.264377237,0.254912801,0.612012552,0.780441205,0.291207974,0.354630613
0.349289454,0.022049815,0.258564931,0.26379513,0.243841752,0.602340243,0.749995944,0.291100387,0.32715097
0.374719521,0.031441403,0.28894631,0.258207202,0.248823651,0.620280868,0.769302661,0.280685695,0.333478147
0.367988033,0.029399754,0.281189427,0.264377237,0.25380566,0.63962572,0.7767284,0.293414726,0.348675697
0.383694839,0.028174764,0.272786002,0.254249147,0.248270205,0.62808118,0.787866945,0.287279017,0.34830353
0.370231862,0.032258063,0.295410434,0.274854465,0.265707156,0.630889167,0.798262928,0.30490594,0.337386031
0.384442782,0.031441403,0.290239135,0.264842813,0.263492984,0.60717639,0.789352067,0.308808123,0.33837855
0.382946896,0.031441403,0.283775012,0.262398122,0.234431289,0.563650524,0.779698644,0.285126138,0.312511673
0.379955123,0.028174764,0.28894631,0.2604191,0.249100484,0.579251148,0.793807434,0.319276689,0.3122635
0.362004488,0.037158022,0.2430511,0.282654301,0.259894839,0.596879931,0.813114279,0.320110936,0.325848278
0.356020942,0.035116373,0.240465386,0.270197958,0.258234113,0.587831538,0.804203545,0.290535189,0.331989374
0.352281227,0.020008166,0.200387886,0.270430752,0.231940256,0.570982833,0.767074977,0.277590819,0.322064394
0.335826477,0.018374846,0.174531264,0.270547189,0.235261569,0.577535064,0.771530344,0.262224524,0.337572117
0.35302917,0.022866475,0.152553245,0.286146675,0.244118475,0.561466436,0.740342393,0.270782325,0.340735749
0.339566193,0.031033073,0.188105987,0.293713636,0.242457777,0.589859697,0.730688971,0.278532817,0.349916296
0.333582648,0.037158022,0.15707826,0.249476121,0.216717366,0.564742677,0.673511125,0.253585911,0.330624688
0.32460733,0.037974682,0.151260549,0.205005811,0.224190408,0.592199697,0.658659774,0.246050756,0.303517212
0.323859387,0.054307879,0.156431848,0.175785849,0.238582881,0.630889167,0.668313197,0.271159125,0.298802808
0.315632012,0.050632909,0.133807352,0.148894059,0.215333502,0.590327685,0.640838052,0.245969944,0.275851396
0.313388182,0.055124538,0.157724543,0.176717106,0.249100484,0.64196572,0.674996247,0.288113261,0.322994913
0.314884069,0.051857899,0.188752464,0.209778849,0.255466386,0.683151352,0.727718726,0.301649604,0.326220451
0.292445774,0.050224579,0.19004516,0.20209545,0.254082522,0.663026656,0.710639692,0.300923107,0.339867322
0.307404637,0.035524703,0.202327059,0.202444763,0.255743109,0.65054611,0.73662946,0.277725508,0.352335501
0.304412865,0.032666393,0.201680582,0.190803321,0.253528937,0.650389948,0.732916782,0.270513276,0.377023766
0.329094989,0.036749692,0.168713553,0.183469154,0.249930792,0.640093723,0.682421858,0.265857496,0.372867709
0.374719521,0.037566352,0.196509283,0.182305033,0.261832259,0.648205876,0.689847597,0.271347523,0.376465513
0.412116679,0.036749692,0.174531264,0.191851016,0.267644576,0.653198185,0.70915457,0.279582399,0.378946712
0.424831713,0.039199672,0.151906962,0.193248012,0.265707156,0.631357405,0.704698948,0.272558404,0.377458032
0.412864622,0.041241321,0.179702562,0.200582098,0.269582024,0.636193567,0.70915457,0.272208542,0.370510504
0.416604338,0.037158022,0.170652854,0.20593715,0.263492984,0.642745798,0.698015898,0.272827617,0.36592028
0.423335826,0.029399754,0.16806727,0.215483121,0.261832259,0.661622428,0.71583762,0.279394,0.378574539
0.430815258,0.029399754,0.144149949,0.211525077,0.255743109,0.657566344,0.716580181,0.279582399,0.369828164
0.436798803,0.027766434,0.157724543,0.221420291,0.254359245,0.65819026,0.712124687,0.288382311,0.363625075
0.42183994,0.033074723,0.164835144,0.218160699,0.25380566,0.678783209,0.710639692,0.293979924,0.357421985
0.418848168,0.034708043,0.156431848,0.219790489,0.25269863,0.66443065,0.694303092,0.300465495,0.351839242
0.436798803,0.037974682,0.167420857,0.221653073,0.249377235,0.668486734,0.725862323,0.293011155,0.347931264
0.430067315,0.0477746,0.176470565,0.222817287,0.26819816,0.686895596,0.721778237,0.307274153,0.367408959
0.433059088,0.052266229,0.170006442,0.207683378,0.263216151,0.687987515,0.712867376,0.309373157,0.348365524
0.389678384,0.061249487,0.169359965,0.204773017,0.27318017,0.712636532,0.704698948,0.313759726,0.346008319
0.362752431,0.061249487,0.147381946,0.205587918,0.265430405,0.690015674,0.687619914,0.313302278,0.34451964
0.370231862,0.059616167,0.15707826,0.215017463,0.270412442,0.685179511,0.698758459,0.312172046,0.340301489
0.382946896,0.057574518,0.166774381,0.209895287,0.266537546,0.689391508,0.695045653,0.3054442,0.322808826
0.366492147,0.059616167,0.159017433,0.199534403,0.263769707,0.712168529,0.714352498,0.306682019,0.333788227
0.355272999,0.059616167,0.090497726,0.180791681,0.247993343,0.681747359,0.703213953,0.278129079,0.314372619
0.348541511,0.065332786,0.098254738,0.179860342,0.236368709,0.668018731,0.684649669,0.282354188,0.296507696
0.356768886,0.071457735,0.132514527,0.164610076,0.225574383,0.666614737,0.629699507,0.276675923,0.288939914
0.362752431,0.057574518,0.164188667,0.18288714,0.225574383,0.680187202,0.652719157,0.281546878,0.292785805
0.357516829,0.071457735,0.163542254,0.16146684,0.228342111,0.667238653,0.648263663,0.27054005,0.283295084
0.347045625,0.073499385,0.153846134,0.162980192,0.215333502,0.678939121,0.595541311,0.208966792,0.297252036
0.334330591,0.075541034,0.147381946,0.146798599,0.214779945,0.686115518,0.598511556,0.197825605,0.306122503
0.331338818,0.075949364,0.126696816,0.073690353,0.230556282,0.69063959,0.605937167,0.188810192,0.292351632
0.359760658,0.073907714,0.085326427,0.081490096,0.229726002,0.698907905,0.588115572,0.192443329,0.269648306
0.376215408,0.074724374,0.066580405,0.096856893,0.225297549,0.689859746,0.576234466,0.200435929,0.26896596
0.373223635,0.068599426,0.06399482,0.105820757,0.203985591,0.664586578,0.553957377,0.189375391,0.273556283
0.375467464,0.073907714,0.034906201,0.11199071,0.20703018,0.678783209,0.576977027,0.196264697,0.287575229
0.385190726,0.070641075,0,0.110943027,0.128978695,0.651014113,0.556927621,0.184881235,0.274300623
0.364248317,0.074724374,0.473173824,0.110477357,0.153058381,0.655382272,0.556927621,0.176323434,0.285466203
0.299925206,0.075132704,0.451195805,0.098253808,0.1458622,0.654134191,0.555442371,0.138835735,0.278208601
0.25355273,0.070641075,0.46089199,0.098370246,0.146969341,0.661934503,0.571778972,0.141796084,0.275913389
0.26776365,0.071049405,0.455720691,0.0760187,0.140603329,0.62667717,0.535393093,0.131112179,0.254947015
0.26776365,0.072682725,0.44990298,0.082421435,0.132300007,0.611388387,0.549501882,0.140961839,0.262266611
0.275243082,0.068599426,0.402068468,0.077299258,0.115139779,0.58471146,0.523511859,0.126026054,0.254636842
0.247569185,0.061249487,0.405300594,0.073806791,0.107113181,0.571138995,0.50123477,0.100567826,0.240865971
0.249813014,0.051857899,0.349709069,0.065192147,0.081649631,0.542121818,0.458908402,0.072929781,0.215123187
0.243829469,0.051449569,0.332255936,0.060419121,0.081649631,0.538533503,0.453710346,0.079415519,0.212890075
0.247569185,0.051449569,0.310277917,0.05413273,0.075837203,0.527769041,0.438858996,0.071826487,0.213696414
0.237845924,0.055941198,0.358758842,0.06461004,0.07556048,0.538221662,0.460393524,0.083290764,0.235159141
0.244577412,0.054307879,0.376858387,0.06123401,0.075837203,0.529329197,0.444056924,0.064156646,0.242478743
0.238593867,0.050632909,0.34583066,0.047264326,0.058400252,0.477535249,0.407670917,0.042654475,0.239997545
0.240089753,0.041649651,0.321266927,0.037834688,0.027954582,0.43447737,0.379453339,0.031701523,0.207555411
0.234106208,0.028174764,0.307692333,0.01979051,0,0.400156044,0.36460186,0,0.169468448
0.242333583,0.058799508,0.400129166,0.035622883,0.03874902,0.44836191,0.435888623,0.018730218,0.201042149
0.247569185,0.080440993,0.503555139,0.067054731,0.096318854,0.585023535,0.546531638,0.090449119,0.262452697
0.246821242,0.075541034,0.47769871,0.060651996,0.070855304,0.547113893,0.513858565,0.078581271,0.240865971
0.246073298,0.075949364,0.51648345,0.064842927,0.076390788,0.564742677,0.554699938,0.074490687,0.245022035
0.216155572,0.080849323,0.500323142,0.055413289,0.045391644,0.557878371,0.526482232,0.068489503,0.251969464
0.228122663,0.073499385,0.458306405,0.058090867,0.047052341,0.532605422,0.493809031,0.063134,0.246200634
0.252804787,0.080440993,0.469295414,0.083934881,0.054248522,0.518096732,0.473017191,0.113296856,0.26251479
0.238593867,0.077174354,0.47058811,0.079161843,0.03487404,0.512168417,0.483413175,0.136332995,0.261088012
0.270755423,0.073499385,0.468648937,0.082887104,0.03874902,0.518096732,0.447027168,0.134583855,0.264747903
0.244577412,0.066149446,0.373626261,0.081490096,0.047329064,0.521528885,0.468561824,0.134825963,0.271074992
0.256544503,0.082074313,0.436328321,0.098835915,0.084417386,0.538533503,0.507175387,0.137651626,0.276099569
0.218399402,0.081665983,0.444085204,0.108381898,0.088292255,0.554914205,0.539105899,0.162329483,0.296693776
0.193717277,0.081257653,0.438913906,0.100116474,0.099917,0.563962599,0.524254548,0.161522174,0.293964404
0.191473448,0.080032663,0.438267493,0.101164169,0.101577587,0.553510211,0.510145631,0.130224221,0.30103592
0.192221391,0.080032663,0.480930707,0.096507568,0.102408005,0.544149743,0.490838914,0.129955011,0.288629741
0.186237846,0.082074313,0.488041307,0.088242156,0.092997542,0.54664589,0.449997541,0.145536807,0.286892889
0.201196709,0.080849323,0.478345122,0.085913903,0.112095218,0.556162286,0.461136085,0.167227373,0.239439291
0.19670905,0.081257653,0.473820236,0.094528547,0.12233596,0.54071759,0.445542174,0.177319142,0.238570859
0.200448766,0.077174354,0.4667097,0.110826589,0.12648769,0.559906514,0.458908402,0.181544087,0.236027574
0.197456993,0.083707632,0.454427802,0.116530861,0.107666765,0.545865812,0.443314363,0.173309209,0.229452311
0.174270755,0.083299302,0.43762121,0.117229417,0.09576527,0.539625656,0.378710777,0.150326947,0.227715452
0.180254301,0.084115962,0.444085204,0.108032666,0.102131171,0.527925188,0.375740405,0.153421823,0.23112717
0.194465221,0.080440993,0.447963808,0.088009374,0.087461948,0.475195015,0.294057658,0.139481745,0.217790472
0.204936425,0.077991014,0.396250757,0.07089643,0.044284503,0.451170147,0.28069143,0.096827103,0.197196264
0.207180254,0.078807673,0.399482883,0.056810297,0.060614424,0.458658385,0.26584008,0.111628364,0.18869797
0.188481675,0.078399343,0.352941131,0.044935979,0.052311102,0.422464827,0.25915703,0.086277887,0.163947699
0.175766642,0.079624333,0.38461527,0.04912691,0.065873267,0.460062378,0.250988602,0.103258964,0.171019221
0.177262528,0.072682725,0.378151276,0.036670567,0.057569834,0.470358853,0.262127146,0.102182442,0.154208805
0.165295438,0.085340952,0.392372283,0.041210717,0.094104683,0.493135874,0.272523258,0.129793548,0.163389352
0.152580404,0.070232745,0.388493873,0.002095471,0.073346309,0.465990694,0.258414341,0.114561777,0.147261375
0.145100972,0.071866065,0.39172587,0,0.085247666,0.483463315,0.268067763,0.121235749,0.153402372
0.150336574,0.067374436,0.471234522,0.025262,0.072515891,0.485179399,0.276978625,0.126564149,0.170833134
0.146596859,0.073499385,0.509372914,0.035855666,0.071685584,0.501092098,0.267325202,0.147797271,0.175547451
0.146596859,0.063291137,0.508080025,0.028521592,0.045391644,0.460062378,0.265097519,0.120132453,0.16183858
0.137621541,0.068191096,0.513897736,0.027706691,0.054248522,0.4592823,0.25915703,0.115342148,0.158675035
0.131637996,0.068191096,0.490627021,0.033760206,0.041793498,0.446489913,0.254701535,0.089265013,0.162955186
0.136125654,0.082074313,0.484809246,0.044819623,0.03985605,0.411856512,0.270295574,0.073844841,0.159791641
0.135377711,0.078807673,0.497737428,0.056344627,0.037365045,0.409984515,0.270295574,0.064856366,0.16680107
0.136125654,0.087790931,0.525533222,0.038416795,0.060337701,0.427769211,0.305196331,0.080599625,0.184665999
0.138369484,0.075541034,0.510019326,0.039580927,0.03985605,0.438221598,0.324503176,0.066605674,0.182618967
0.136873598,0.072274395,0.597284991,0.052270146,0.040686468,0.455850382,0.351978193,0.061250335,0.196513918
0.132385939,0.075949364,0.626373481,0.087078035,0.06947133,0.50889241,0.372770288,0.101133024,0.218472818
0.132385939,0.079216003,0.625727198,0.16309663,0.083310245,0.487207558,0.376483094,0.10732261,0.213696414
0.142857143,0.075132704,0.606981176,0.17159493,0.101854448,0.482995327,0.365344549,0.147716621,0.203399354
0.128646223,0.072682725,0.613445299,0.178579772,0.092720708,0.478159165,0.386136517,0.135929424,0.211029129
0.133133882,0.075541034,0.559146663,0.181955802,0.203432035,0.490639711,0.383908833,0.244570665,0.217356305
0.1421092,0.082890973,0.579185445,0.195459828,0.198173274,0.440873689,0.379453339,0.227158914,0.229018051
0.136873598,0.084115962,0.57336767,0.192898792,0.220315512,0.407956356,0.367572233,0.230549775,0.215619446
0.121166791,0.086565942,0.524240333,0.199534403,0.22225296,0.541029665,0.382423583,0.264673387,0.245580288
0.161555722,0.084932622,0.502262443,0.227124563,0.199833999,0.528393191,0.379453339,0.244193865,0.243037089
0.059087509,0.070232745,0.924369628,0.253317808,0.191807401,0.519656888,0.369057355,0.228585295,0.26369339
0.065071055,0.072274395,0.957336786,0.252619357,0.191530539,0.520748807,0.386879078,0.2246023,0.267787361
0.059087509,0.067374436,0.912087859,0.23399306,0.172156168,0.495787948,0.367572233,0.201377927,0.24266483
0.069558714,0.070641075,0.915319856,0.217462154,0.162745677,0.489859633,0.403958111,0.182566733,0.243781435
0.065071055,0.064924456,0.927601625,0.213271316,0.165790156,0.491419789,0.415839345,0.190774834,0.24713106
0.066566941,0.073091055,0.946347648,0.211874308,0.166897297,0.474259009,0.4047008,0.193815834,0.239811458
0.072550486,0.077991014,0.98319315,0.240046576,0.185164666,0.501872176,0.421037145,0.208374819,0.255753348
0.073298429,0.073499385,0.979961089,0.226658905,0.169665135,0.501560101,0.395047378,0.1871417,0.240183631
0.069558714,0.071457735,0.970264839,0.241909253,0.193744821,0.533853503,0.42697789,0.207298299,0.246262634
0.068062827,0.078807673,1,0.228754365,0.197619718,0.540873737,0.453710346,0.219731345,0.257366214
0.060583396,0.064107796,0.973497095,0.217112923,0.188209255,0.52418096,0.403958111,0.206383404,0.236896
0.072550486,0.071866065,0.927601625,0.223748545,0.183227217,0.476755171,0.415839345,0.221400001,0.251969464
0.069558714,0.073091055,0.950872534,0.201862656,0.173816755,0.491107714,0.398017622,0.20589902,0.234600888
0.074794316,0.069824415,0.882352698,0.172875488,0.141433747,0.476599009,0.387621639,0.17565065,0.228211712
0.074794316,0.070641075,0.872010101,0.178463334,0.159977839,0.469578775,0.392077006,0.180413854,0.227591366
0.076290202,0.070232745,0.850032081,0.183818386,0.153335215,0.429797136,0.383908833,0.187841423,0.227529366
0.077038145,0.074724374,0.903038151,0.190686883,0.15610297,0.471919009,0.387621639,0.195080591,0.238508772
0.077038145,0.09595753,0.903038151,0.18125735,0.150290653,0.480187324,0.402472989,0.198686789,0.22690902
0.0710546,0.091465901,0.89722044,0.181373695,0.140049883,0.456162222,0.374255283,0.18660344,0.224427821
0.071802543,0.072682725,0.907562973,0.17997678,0.172432891,0.455382144,0.361631744,0.187087988,0.218596904
0.063575168,0.054716208,0.86619239,0.181955802,0.163852708,0.42028074,0.363859427,0.182539959,0.200483896
0.071802543,0.04614128,0.819650896,0.165774208,0.142817611,0.391731816,0.332671348,0.161656698,0.199491376
0.072550486,0.040424661,0.858435506,0.141792779,0.131192866,0.388923579,0.305938892,0.167469484,0.197444345
0.082273747,0.064924456,0.851324971,0.138766062,0.128425139,0.382371348,0.299998403,0.157593052,0.201662495
0.072550486,0.062474477,0.821590068,0.126076844,0.100193723,0.348518009,0.268067763,0.119917116,0.174368845
0.059835453,0.066149446,0.812540296,0.12549483,0.122059237,0.351950177,0.237622373,0.099518242,0.159109301
0.049364248,0.010616578,0.798965572,0.124447053,0.089122673,0.331045387,0.218315656,0.069189061,0.14465609
0.066566941,0.04818293,0.892695554,0.134225911,0.071962334,0.347893859,0.273265819,0.072391521,0.168724015
0.051608078,0.057574518,0.879767242,0.147497144,0.099640166,0.311232532,0.233909568,0.11472324,0.184541912
0.032161556,0.059207838,0.943115651,0.129918543,0.108497044,0.311232532,0.097276658,0.118840596,0.130388966
0.032161556,0.060841157,0.915966203,0.121187461,0.125103826,0.287831596,0.119553748,0.136144597,0.128155847
0.035153328,0.058799508,0.91790557,0.118626332,0.114863056,0.257722266,0.073514447,0.13603701,0.137212308
0.047868362,0.065741116,0.869424645,0.073923229,0.067810715,0.205616243,0.072771885,0.079415519,0.109546579
0.04038893,0.065741116,0.843568087,0.076484369,0.079435349,0.221216868,0.085395552,0.099060794,0.104211922
0.047120419,0.062882807,0.852617795,0.07473813,0.101577587,0.259750425,0.103217147,0.100890749,0.100241945
0.036649215,0.059207838,0.862960393,0.067054731,0.081096074,0.233229411,0.092078603,0.084232597,0.087029333
0.02617801,0.04736627,0.82611489,0.050640344,0.076114037,0.226989021,0.059405529,0.074248415,0.073506648
0.023186238,0.057982848,0.859728396,0.076135044,0.116800505,0.248362032,0.112128137,0.102801516,0.088890279
0.017950636,0.053899549,0.833871903,0.066356279,0.093827849,0.23759757,0.102474714,0.087865567,0.076670186
0.014958863,0.053491219,0.873949531,0.068917408,0.104068619,0.227769099,0.092078603,0.078285122,0.066745255
0.01421092,0.057166188,0.851971512,0.090570503,0.110434493,0.12870515,0.054207602,0.10802233,0.089138365
0.010471204,0.058799508,0.789915864,0.073341122,0.073623032,0.076287053,0.002970245,0.061196459,0.061596679
0.013462977,0.04532462,0.702650135,0.042491288,0.057293111,0.049766038,0,0.038052734,0.033186566
0.005983545,0.04532462,0.691661126,0.039115258,0.03487404,0,0.0081683,0.039963337,0
0.005983545,0.043282971,0.708467911,0.04575088,0.035427597,0.036505523,0.042326496,0.042681414,0.017926922
0.005235602,0.041241321,0.76212007,0.05413273,0.023526129,0.097035914,0.031930512,0.026507645,0.02109051
0,0.04818293,0.821590068,0.054365605,0.027124275,0.142433778,0.016336473,0.038967629,0.034427165
0,0.038383012,0.8371039,0.042840519,0.047882649,0.167238833,0.06757383,0.04120132,0.074747247
0.002243829,0.043282971,0.858435506,0.072875452,0.098809859,0.15288618,0.115840942,0.106972749,0.122883184
0.000747943,0.037566352,0.846800084,0.069965092,0.103238312,0.107176336,0.080197624,0.157942914,0.093356515
0.005235602,0.035524703,0.76535226,0.048195653,0.12648769,0.07940724,0.086138114,0.259398861,0.105018348
0.007479432,0.04532462,0.800258462,0.07089643,0.173816755,0.10889242,0.111385575,0.225355897,0.132559991
