AMD,SYK,SMCI,AAPL,MSFT,IBM,HPE,GOOG,AVGO
0.862378459,0.468762741,0.33484165,0.620954498,0.555217246,0.565990758,0.737700373,0.671519661,0.730289694
0.836948392,0.495712515,0.341305644,0.645983704,0.591475344,0.584555532,0.762479965,0.732608533,0.773773413
0.849663426,0.445079606,0.321913339,0.621536605,0.575145313,0.575663067,0.722832669,0.697193226,0.738291735
0.771877337,0.531645507,0.347769832,0.645867348,0.61168005,0.583151304,0.753559266,0.764310224,0.784318647
0.796559461,0.540628847,0.357465952,0.651222318,0.630500976,0.565678683,0.757524021,0.800156205,0.79988837
0.805534779,0.47488769,0.338073647,0.643655451,0.604207119,0.570202755,0.740673939,0.777281529,0.792320589
0.852655198,0.497754124,0.325145336,0.64644928,0.604483759,0.560686358,0.729770863,0.783632575,0.799019938
0.865370232,0.482237628,0.360698079,0.63643764,0.594519933,0.578783145,0.736709184,0.759896716,0.767198151
0.916230366,0.501020764,0.367162267,0.65192077,0.621090624,0.57706706,0.744638567,0.778034962,0.774393666
0.922961855,0.463454411,0.383322575,0.604540193,0.597010827,0.585491538,0.72184148,0.73069793,0.743998565
0.938668661,0.457737833,0.367162267,0.628055778,0.5942431,0.567394751,0.724814919,0.737506427,0.754791972
0.908750935,0.453654494,0.383322575,0.638183961,0.604483759,0.560998449,0.746621072,0.760246578,0.770609776
0.808526552,0.455287854,0.40271488,0.65483113,0.615001473,0.567862755,0.760497588,0.767351221,0.785497246
0.755422588,0.421396471,0.380090449,0.641210666,0.590921677,0.582371226,0.757524021,0.739094268,0.783822387
0.718773373,0.430788059,0.370394264,0.682654178,0.605867734,0.565522755,0.771400536,0.757743838,0.787978445
0.723261032,0.453246164,0.357465952,0.752619351,0.650982516,0.534321506,0.777347669,0.848112145,0.85999632
0.743455497,0.407921625,0.312217154,0.757042982,0.663160817,0.516848651,0.77635648,0.841465111,0.855840262
0.757666417,0.400571646,0.321913339,0.746332879,0.66675888,0.538533503,0.775365292,0.82970485,0.853234977
0.767389678,0.383830119,0.344537771,0.740279282,0.660116256,0.539157668,0.788250746,0.848838806,0.842999917
0.781600598,0.396488346,0.360698079,0.757974321,0.645723866,0.533541428,0.812039149,0.827094362,0.857391035
0.827973074,0.392405006,0.36393014,0.7315482,0.599778555,0.543213737,0.823933159,0.803816113,0.733701412
0.78908003,0.356472015,0.360698079,0.726658818,0.592582264,0.542589821,0.951795875,0.798191561,0.764034519
0.762902019,0.358921994,0.33484165,0.737252565,0.608358849,0.528549119,0.955760502,0.827847959,0.766143638
0.70381451,0.363821994,0.341305644,0.736554114,0.595903686,0.540405734,0.953778125,0.815979948,0.774765932
0.678384443,0.362596964,0.354233955,0.739580819,0.586493334,0.551482052,0.954769314,0.81078607,0.772594814
0.680628272,0.355247025,0.338073647,0.733410866,0.562967012,0.54071759,0.961707635,0.771549391,0.764778952
0.700074794,0.363005293,0.325145336,0.738766011,0.56047609,0.533229353,0.956751691,0.755025761,0.745797418
0.694839192,0.364230324,0.344537771,0.740977908,0.554110105,0.542745734,0.94981337,0.736295379,0.757211177
0.685863874,0.357697005,0.33484165,0.730151286,0.533075092,0.532449275,0.924042589,0.715170011,0.73066196
0.684367988,0.340138818,0.296056846,0.724097677,0.533628565,0.513728573,0.948822181,0.705024365,0.752744946
0.6776365,0.338505499,0.302521034,0.697438856,0.527262775,0.516068573,0.950804558,0.67644449,0.712548858
0.6776365,0.390363398,0.347769832,0.758207196,0.580681017,0.55897029,0.981531283,0.739363317,0.771478208
0.688855647,0.395263316,0.351001959,0.760884682,0.553556632,0.525116966,0.969637018,0.723431824,0.761243148
0.716529544,0.336463849,0.331609524,0.765541363,0.552172657,0.507332254,0.958734196,0.710352768,0.742199713
0.706806283,0.334830529,0.328377462,0.740512158,0.554386939,0.511700414,0.956751691,0.705993138,0.711990599
0.700822737,0.376071851,0.331609524,0.732479539,0.577913068,0.521060882,0.970628206,0.701095408,0.713479377
0.816753927,0.389955068,0.299288908,0.740977908,0.570440137,0.534477434,0.948822181,0.710218244,0.695676542
0.717277487,0.389955068,0.312217154,0.729569179,0.567672381,0.548829977,0.959725257,0.715950382,0.674710068
0.705310396,0.387505129,0.33484165,0.682421477,0.569332996,0.580343301,0.953778125,0.696654966,0.68320827
0.691099476,0.234381371,0.331609524,0.654132679,0.564074152,0.642745798,0.945848742,0.708845736,0.664288828
0.670157068,0.233156381,0.296056846,0.660302632,0.571547278,0.636193567,0.93791936,0.696412691,0.673593462
0.624532536,0.271947723,0.305753031,0.665541246,0.577636428,0.643525876,0.940892798,0.667886689,0.67700518
0.614061331,0.275214362,0.351001959,0.654714786,0.580681017,0.639469558,0.943866237,0.657471997,0.651386483
0.625280479,0.246631268,0.347769832,0.620605267,0.554386939,0.662090416,0.933954477,0.639683613,0.648222851
0.61854899,0.276847682,0.341305644,0.622235057,0.549128096,0.662558653,0.933954477,0.554347557,0.662365883
0.640239342,0.281339311,0.367162267,0.620954498,0.536949988,0.65850235,0.931972227,0.547565835,0.653619508
0.63500374,0.261331145,0.380090449,0.630849794,0.539440882,0.663650572,0.923051528,0.549099805,0.663048229
0.881824981,0.262964465,0.373626261,0.620488911,0.528646556,0.669266812,0.915122017,0.523426405,0.650890223
0.8578908,0.233156381,0.360698079,0.604540193,0.497370689,0.663494659,0.885386609,0.470760806,0.628683156
0.881824981,0.223764793,0.373626261,0.606519215,0.472460585,0.693447827,0.904218941,0.466616512,0.632094874
0.866118175,0.213148215,0.351001959,0.586030171,0.45972881,0.68393143,0.887368987,0.457358991,0.603684712
0.87210172,0.202939967,0.347769832,0.592083768,0.469415996,0.814352665,0.884395292,0.453618269,0.600397081
0.845175767,0.23642302,0.396250757,0.599417935,0.471907112,0.830733367,0.882413043,0.454560102,0.605173392
0.835452506,0.182931801,0.351001959,0.590337622,0.457237695,0.806240278,0.870518777,0.41793375,0.589355588
0.84367988,0.198856668,0.36393014,0.599068703,0.464987654,0.823869061,0.87646591,0.419979039,0.576204976
0.823485415,0.204981617,0.376858387,0.597089681,0.471907112,0.82262098,0.889351236,0.417368552,0.62800081
0.83171279,0.205798277,0.357465952,0.615017421,0.473290893,0.832293289,0.901245502,0.421082334,0.630916269
0.819745699,0.199673328,0.373626261,0.616996443,0.477442595,0.846957907,0.899263124,0.420920873,0.632342954
0.783844428,0.195181699,0.373626261,0.620721798,0.47882657,0.851794069,0.873492471,0.429559487,0.627690637
0.81750187,0.186198441,0.357465952,0.624912717,0.4741212,0.858502463,0.861598206,0.439059119,0.625395525
0.842931937,0.182115142,0.386554572,0.633643799,0.47882657,0.884087471,0.861598206,0.447563207,0.636747191
0.842931937,0.18824009,0.389786569,0.621187374,0.47384456,0.883775396,0.828889103,0.458273887,0.635754672
0.87434555,0.158840337,0.409179003,0.620721798,0.482424632,0.878159156,0.847269663,0.43408058,0.636747191
0.855646971,0.153532048,0.412411065,0.623864859,0.478272902,0.873791012,0.841329046,0.439301394,0.643446441
0.922961855,0.169456914,0.428571373,0.626076756,0.471630278,0.875039078,0.84504198,0.439059119,0.651324396
0.922213912,0.124540624,0.383322575,0.622351588,0.466648268,0.883931324,0.796032306,0.410829105,0.649091277
0.958115183,0.108207427,0.40271488,0.5883586,0.461389397,0.872387003,0.774497906,0.407034672,0.637305445
0.951383695,0,0.418875188,0.585564584,0.458068196,0.873323009,0.778210711,0.393363644,0.636809185
0.913986537,0.006533279,0.422107185,0.588824176,0.455023634,0.888767705,0.780438395,0.401840794,0.623720666
0.88855647,0.004083299,0.412411065,0.594644897,0.459451977,0.888143555,0.758161433,0.434161392,0.627194378
0.887060583,0.017558186,0.367162267,0.576251395,0.436756155,0.874103087,0.739597149,0.436502669,0.61851009
0.887808527,0.021641485,0.425339312,0.595110659,0.456684221,0.902496098,0.791576939,0.484781696,0.650890223
0.887808527,0.033891383,0.405946877,0.577997716,0.455023634,0.90171602,0.784151328,0.494792653,0.650517963
0.894540015,0.04859126,0.399482883,0.586146691,0.448657622,0.926521185,0.768557289,0.485804342,0.657837658
0.917726253,0.035116373,0.399482883,0.583469217,0.451702212,0.904212183,0.772270222,0.481552298,0.679982638
0.896783844,0.024499795,0.389786569,0.566356274,0.44229186,0.902808173,0.738112027,0.477300254,0.670181838
0.940164547,0.028583094,0.386554572,0.568800883,0.450595071,0.914352729,0.744795205,0.477084917,0.68320827
0.87210172,0.032666393,0.383322575,0.56810242,0.456684221,0.935725506,0.74850801,0.470922269,0.682588017
0.884068811,0.04818293,0.360698079,0.562747287,0.451148738,0.92558496,0.75593375,0.458623748,0.65566654
0.908750935,0.050632909,0.36393014,0.56647263,0.458344836,0.960998439,0.767072167,0.449716086,0.640903249
0.917726253,0.041649651,0.399482883,0.572526226,0.442015026,0.975507145,0.781923645,0.440404688,0.638546044
0.93118923,0.056349528,0.389786569,0.570430674,0.438416769,0.976911138,0.800487801,0.429290437,0.630420009
0.903515333,0.073091055,0.40271488,0.575552943,0.437863296,0.970358907,0.799002679,0.432788885,0.632777214
0.86013463,0.073499385,0.489980544,0.566007054,0.431220672,0.977847145,0.791576939,0.436960117,0.626387945
0.851907255,0.070232745,0.489980544,0.575669288,0.456961055,1,0.808656101,0.449366224,0.61305134
0.839192221,0.028583094,0.451195805,0.543073389,0.430390281,0.966770826,0.781923645,0.416991916,0.586936296
0.838444278,0.028583094,0.464124116,0.542374763,0.437309822,0.960218361,0.744052516,0.433327145,0.601513594
0.837696335,0.030624744,0.515837037,0.539231701,0.448104176,0.990639766,0.792319628,0.431604779,0.583462578
0.90276739,0.034708043,0.54169353,0.537718256,0.448104176,0.995319766,0.918556171,0.438843946,0.584765271
0.982049364,0.035116373,0.522301161,0.544470315,0.440907885,0.987519454,0.927467032,0.437309978,0.606972343
0.944652206,0.037566352,0.519069034,0.539697278,0.44450592,0.973634914,0.918556171,0.439731903,0.598225962
1,0.032258063,0.519069034,0.528288711,0.448104176,0.980031217,0.899249454,0.430070808,0.583710758
0.919222139,0.035524703,0.519069034,0.523981435,0.445336227,0.991887613,0.894051526,0.419548366,0.5698778
0.934181002,0.039199672,0.519069034,0.525843938,0.445613061,0.995787769,0.897764459,0.405608288,0.556293108
0.93118923,0.034299713,0.519069034,0.520139736,0.446720202,0.971606989,0.879942609,0.409564348,0.552199051
0.910246821,0.033483053,0.496444732,0.499999913,0.450871904,0.959594446,0.878457614,0.406308011,0.560759345
0.845175767,0.037974682,0.489980544,0.486379448,0.430943838,0.948985896,0.868804192,0.391318352,0.55337765
0.833208676,0.024908125,0.480284424,0.489871916,0.432604452,0.926053197,0.875487242,0.380257814,0.552261044
0.8578908,0.024499795,0.467356113,0.48544811,0.412676469,0.909828407,0.842071735,0.377082289,0.561875852
0.854899028,0.036341362,0.457659928,0.479511044,0.415167474,0.945553977,0.846527102,0.373287693,0.555796855
0.87210172,0.038383012,0.428571373,0.465075586,0.420979791,0.904992261,0.835388557,0.358136735,0.559828826
0.878833209,0.040832991,0.438267493,0.450989545,0.422086932,0.904368329,0.832418313,0.358540306,0.557347627
0.866866118,0.04736627,0.418875188,0.444586717,0.407971182,0.885023477,0.772270222,0.350574641,0.544259102
0.877337322,0.051857899,0.425339312,0.447147846,0.419319204,0.880499156,0.764844483,0.342945205,0.542025984
0.857142857,0.052266229,0.480284424,0.36100115,0.448934484,0.884087471,0.771527661,0.345891923,0.516035027
0.882572924,0.04573295,0.418875188,0.364260742,0.462219705,0.904056254,0.73217141,0.360773996,0.539110526
0.778608826,0.051857899,0.496444732,0.367986003,0.48021035,0.927457191,0.761874239,0.417260966,0.554556256
0.781600598,0.062066147,0.616030884,0.367869647,0.438416769,0.948674055,0.767072167,0.441050698,0.545003442
0.765145849,0.073091055,0.60956689,0.367171102,0.422086932,0.942901653,0.793804623,0.450523395,0.534520208
0.638743455,0.072274395,0.564317962,0.344935994,0.417658479,0.905616176,0.787121573,0.418767995,0.50517962
0.656694091,0.071049405,0.570782085,0.346216564,0.402158865,0.829641214,0.763359361,0.406496412,0.463308766
0.66118175,0.069824415,0.557853839,0.345285226,0.396069825,0.822152977,0.786379012,0.368040105,0.463805026
0.649962603,0.065332786,0.525533222,0.342724097,0.383891496,0.763806564,0.778210711,0.36038373,0.429563947
0.637247569,0.066149446,0.535229343,0.345168788,0.38942709,0.763650636,0.784896572,0.370865765,0.426214316
0.643979058,0.071049405,0.522301161,0.345285226,0.390257398,0.780655254,0.772270222,0.366936644,0.389554038
0.60433807,0.063699467,0.593406581,0.334109453,0.394962684,0.772074864,0.790834506,0.37573672,0.397866153
0.59237098,0.061657817,0.551389651,0.336554144,0.39247168,0.78159126,0.776725589,0.371646136,0.388003266
0.593866866,0.064107796,0.616030884,0.342374865,0.408524767,0.778471182,0.77746815,0.375817368,0.391476977
0.602094241,0.062474477,0.61926301,0.334924354,0.392748403,0.743681852,0.791576939,0.36742103,0.398610586
0.597606582,0.059616167,0.596638578,0.333527346,0.393301959,0.776911026,0.7626168,0.372426671,0.376279427
0.654450262,0.061249487,0.60956689,0.320954658,0.398837553,0.806240278,0.802715484,0.371081102,0.373922222
0.667913239,0.059207838,0.616030884,0.305820748,0.383891496,0.793291728,0.83687368,0.338437583,0.359593104
0.700822737,0.063699467,0.635423318,0.29895225,0.383891496,0.802028047,0.828705507,0.319276689,0.376899773
0.718773373,0.064107796,0.60956689,0.300465696,0.391641372,0.769734864,0.810141223,0.3172314,0.384777628
0.722513089,0.064107796,0.583710267,0.296623997,0.379463043,0.751014161,0.805685857,0.278694277,0.375038827
0.709798055,0.068191096,0.612798887,0.307217744,0.400498278,0.760530558,0.82053989,0.308215987,0.394268349
0.70381451,0.067782766,0.60956689,0.307566976,0.402989283,0.75413424,0.817569773,0.314297986,0.396253381
0.71802543,0.070232745,0.625727198,0.313387697,0.411015771,0.768954786,0.850242719,0.331790385,0.409403906
0.71802543,0.073091055,0.625727198,0.304772972,0.409908741,0.762246642,0.856183463,0.327376878,0.407108788
0.711293942,0.071049405,0.577246273,0.302095486,0.418488786,0.76770672,0.851727969,0.331010014,0.398796673
0.729992521,0.071049405,0.628959195,0.311059362,0.418212063,0.771918951,0.861381263,0.339890739,0.409279813
0.727000748,0.072682725,0.635423318,0.309778792,0.418212063,0.776131182,0.857668458,0.344896216,0.40791522
0.765893792,0.069416085,0.645119503,0.306169968,0.420426234,0.761778405,0.849500285,0.338921966,0.397928246
0.729244577,0.059616167,0.599870575,0.298370225,0.383891496,0.762558483,0.831678563,0.329772032,0.385273888
0.730740464,0.072682725,0.596638578,0.296623997,0.391641372,0.782683413,0.849500285,0.348744524,0.395136782
0.721017203,0.071457735,0.586942393,0.289289911,0.3944091,0.790327579,0.863609075,0.34664552,0.380311398
0.724008975,0.072274395,0.612798887,0.289289911,0.40271245,0.78689541,0.864351636,0.344035032,0.391601064
0.682124159,0.068191096,0.583710267,0.267287597,0.380293351,0.743369778,0.862123952,0.325654676,0.383661122
0.660433807,0.072274395,0.612798887,0.274854465,0.374757867,0.759282477,0.907420692,0.325708386,0.389429945
0.67539267,0.072682725,0.643826678,0.253550695,0.348187066,0.741185706,0.917074115,0.291073449,0.337448124
0.652206432,0.069824415,0.60956689,0.240861477,0.358151113,0.732293225,0.920044487,0.276998847,0.324049426
0.651458489,0.072274395,0.577246273,0.228288696,0.318848648,0.663026656,0.866579319,0.24448985,0.300539667
0.661929693,0.061249487,0.554621777,0.218509931,0.326321662,0.655070182,0.885143603,0.253666726,0.309037962
0.636499626,0.051041239,0.515837037,0.227706682,0.299474138,0.657878419,0.858411147,0.221319189,0.297190036
0.636499626,0.059207838,0.464124116,0.222933644,0.298090274,0.654758341,0.822767701,0.214376007,0.288319568
0.57816006,0.058799508,0.538461469,0.234924318,0.327428692,0.692199746,0.854698213,0.241610313,0.336083432
0.569932685,0.056757858,0.457659928,0.245867297,0.350401348,0.712636532,0.850242719,0.276057015,0.366850706
0.512341062,0.070232745,0.473820236,0.247147867,0.337116016,0.728081228,0.82053989,0.269059956,0.361888216
0.501121915,0.071866065,0.506140852,0.249708996,0.334901735,0.706552289,0.811629156,0.251406097,0.374914741
0.490650711,0.075949364,0.499676729,0.243189812,0.331303699,0.688455518,0.836134057,0.249549203,0.376961773
0.529543755,0.085340952,0.489980544,0.249825434,0.351231655,0.69921998,0.785639261,0.269140771,0.3765896
0.531039641,0.066149446,0.480284424,0.249010533,0.344035474,0.700780136,0.804203545,0.271643508,0.34904787
0.523560209,0.074316044,0.447963808,0.229569266,0.329919697,0.663650572,0.818312207,0.248338159,0.321630227
0.51907255,0.069007755,0.435035496,0.228288696,0.337946296,0.654446266,0.839846863,0.277106433,0.314682699
0.52131638,0.064107796,0.418875188,0.228754365,0.310545326,0.646489792,0.834648807,0.258941249,0.319583195
0.513089005,0.061657817,0.431803499,0.195227046,0.288956534,0.636817483,0.825737946,0.242821358,0.311022901
0.531787584,0.067782766,0.431803499,0.178929003,0.26819816,0.629641336,0.821282579,0.18251302,0.294460664
0.514584892,0.062474477,0.418875188,0.210593738,0.293108237,0.677379199,0.818312207,0.23079205,0.317784243
0.495886313,0.04573295,0.315449216,0.203143227,0.284251358,0.660998497,0.800490612,0.253774312,0.320265535
0.436798803,0.040832991,0.286360726,0.239115237,0.324937688,0.576599073,0.812371718,0.314997709,0.35425844
0.384442782,0.019599836,0.241111798,0.241210708,0.33324112,0.582215298,0.813114279,0.328991661,0.376465513
0.370979806,0.014291547,0.247575921,0.23364384,0.331857145,0.590795688,0.803460856,0.307489492,0.376217433
0.363500374,0.010208248,0.195862871,0.215366683,0.284528081,0.539469509,0.724005921,0.252321157,0.346504579
