INTC,ORCL,MSI,MSFT,IBM,HON,CSCO,AMD,AAPL
0.389300921,0.437082374,0.593833472,0.437863296,0.970358907,0.552694165,0.879760959,0.837696335,0.575552943
0.406779841,0.448218232,0.578120279,0.431220672,0.977847145,0.555236942,0.887229068,0.90276739,0.566007054
0.407309397,0.449888555,0.576934569,0.456961055,1,0.574731035,0.890963198,0.982049364,0.575669288
0.408368719,0.431514501,0.546990839,0.430390281,0.966770826,0.51646052,0.8715458,0.944652206,0.543073389
0.42266962,0.437639278,0.556181411,0.437309822,0.960218361,0.524724317,0.877520257,1,0.542374763
0.439088953,0.463808378,0.585532078,0.448104176,0.990639766,0.527690816,0.882001362,0.919222139,0.539231701
0.440148328,0.452115782,0.558553246,0.448104176,0.995319766,0.523241089,0.861090312,0.934181002,0.537718256
0.421610245,0.427060046,0.567150964,0.440907885,0.987519454,0.527902752,0.864824367,0.93118923,0.544470315
0.415783973,0.413697128,0.581974563,0.44450592,0.973634914,0.520910247,0.867811745,0.910246821,0.539697278
0.43961872,0.402004532,0.557070798,0.448104176,0.980031217,0.517731834,0.83868561,0.845175767,0.528288711
0.437500076,0.37583521,0.537800296,0.445336227,0.991887613,0.50925625,0.828229749,0.833208676,0.523981435
0.433792449,0.365812938,0.559739164,0.445613061,0.995787769,0.511798858,0.76997748,0.8578908,0.525843938
0.414724598,0.348552247,0.538393122,0.446720202,0.971606989,0.497814019,0.731889435,0.854899028,0.520139736
0.408368719,0.347995565,0.532463771,0.450871904,0.959594446,0.497814019,0.706497206,0.87210172,0.499999913
0.401483072,0.331291834,0.529202579,0.430943838,0.948985896,0.46030889,0.67214329,0.878833209,0.486379448
0.377118717,0.300111375,0.5126,0.432604452,0.926053197,0.435093776,0.671396464,0.866866118,0.489871916
0.383474597,0.288418724,0.525644827,0.412676469,0.909828407,0.415387726,0.654219469,0.877337322,0.48544811
0.432203519,0.291202689,0.498665757,0.415167474,0.945553977,0.415175791,0.66766241,0.857142857,0.479511044
0.430614377,0.292872956,0.628817166,0.420979791,0.904992261,0.407123759,0.656459872,0.882572924,0.465075586
0.426377194,0.311247233,0.624962882,0.422086932,0.904368329,0.403945494,0.657953599,0.778608826,0.450989545
0.43961872,0.286191553,0.607174622,0.407971182,0.885023477,0.378518276,0.647498036,0.781600598,0.444586717
0.448093297,0.278396452,0.57841681,0.419319204,0.880499156,0.378730211,0.596713877,0.765145849,0.447147846
0.43961872,0.293429916,0.598576905,0.448934484,0.884087471,0.38551078,0.613143971,0.638743455,0.36100115
0.455508552,0.300111375,0.627927572,0.462219705,0.904056254,0.402250331,0.62135913,0.656694091,0.364260742
0.487288108,0.300111375,0.665876164,0.48021035,0.927457191,0.387629665,0.632561519,0.66118175,0.367986003
0.516949233,0.294543502,0.67714204,0.438416769,0.948674055,0.378094554,0.614637698,0.649962603,0.367869647
0.494703522,0.295657143,0.734361133,0.422086932,0.942901653,0.376187434,0.611650469,0.637247569,0.367171102
0.507415281,0.292872956,0.706492677,0.417658479,0.905616176,0.377882619,0.604182135,0.643979058,0.344935994
0.497881382,0.269487766,0.649866647,0.402158865,0.829641214,0.366228621,0.579536881,0.60433807,0.346216564
0.452860246,0.280066775,0.647494841,0.396069825,0.822152977,0.374916141,0.566840841,0.59237098,0.345285226
0.461864431,0.243318443,0.632671242,0.383891496,0.763806564,0.376823261,0.557878931,0.593866866,0.342724097
0.442267026,0.242204858,0.62644536,0.38942709,0.763650636,0.380001525,0.561613135,0.602094241,0.345168788
0.452330479,0.237193666,0.599169967,0.390257398,0.780655254,0.36241453,0.558625757,0.597606582,0.345285226
0.454449177,0.246102352,0.644826475,0.394962684,0.772074864,0.38021346,0.564600364,0.654450262,0.334109453
0.453919621,0.242761762,0.642158316,0.39247168,0.78159126,0.370890114,0.562359961,0.667913239,0.336554144
0.449682227,0.237750626,0.662911266,0.408524767,0.778471182,0.378942146,0.570574971,0.700822737,0.342374865
0.462394198,0.212694889,0.655499466,0.392748403,0.743681852,0.375551777,0.587751891,0.718773373,0.334924354
0.440678095,0.233296171,0.667061874,0.393301959,0.776911026,0.369195099,0.572815448,0.722513089,0.333527346
0.444385723,0.201002294,0.663207797,0.398837553,0.806240278,0.389960507,0.576549578,0.709798055,0.320954658
0.437500076,0.211581248,0.655795998,0.383891496,0.793291728,0.352455548,0.572068623,0.70381451,0.305820748
0.430614377,0.217149344,0.680996087,0.383891496,0.802028047,0.346946293,0.566840841,0.71802543,0.29895225
0.433792449,0.206570112,0.684257278,0.391641372,0.769734864,0.340165724,0.599701255,0.71802543,0.300465696
0.443855903,0.201002294,0.663207797,0.379463043,0.751014161,0.33317322,0.575802677,0.711293942,0.296623997
0.426377194,0.214365212,0.662614972,0.400498278,0.760530558,0.336351654,0.593726498,0.729992521,0.307217744
0.447033975,0.213808475,0.662318441,0.402989283,0.75413424,0.331054335,0.590739269,0.727000748,0.307566976
0.445445045,0.221603576,0.681885473,0.411015771,0.768954786,0.35817659,0.610156742,0.765893792,0.313387697
0.468750078,0.219376349,0.678624489,0.409908741,0.762246642,0.357328997,0.598954429,0.729244577,0.304772972
0.46345352,0.229398621,0.687815031,0.418488786,0.76770672,0.355845748,0.593726498,0.730740464,0.302095486
0.461334823,0.22216048,0.696116217,0.418212063,0.771918951,0.361778725,0.590739269,0.721017203,0.311059362
0.463983128,0.231625848,0.689000949,0.418212063,0.776131182,0.372585299,0.601194757,0.724008975,0.309778792
0.476165279,0.22605803,0.694040913,0.420426234,0.761778405,0.363685844,0.615384523,0.682124159,0.306169968
0.459216126,0.237193666,0.678327957,0.383891496,0.762558483,0.344403516,0.603435309,0.660433807,0.298370225
0.428495891,0.335189384,0.6801067,0.391641372,0.782683413,0.343555924,0.606422538,0.67539267,0.296623997
0.453919621,0.33630297,0.663504358,0.3944091,0.790327579,0.347158229,0.593726498,0.652206432,0.289289911
0.44120765,0.329621288,0.673584287,0.40271245,0.78689541,0.380637161,0.603435309,0.651458489,0.289289911
0.454449177,0.315701465,0.65461008,0.380293351,0.743369778,0.366228621,0.572068623,0.661929693,0.267287597
0.410487416,0.31625837,0.660243137,0.374757867,0.759282477,0.341225252,0.563853463,0.636499626,0.274854465
0.399364375,0.306792779,0.675363267,0.348187066,0.741185706,0.328935449,0.555638528,0.636499626,0.253550695
0.396186568,0.305122511,0.674473673,0.358151113,0.732293225,0.347158229,0.555638528,0.57816006,0.240861477
0.385593294,0.25779517,0.643344234,0.318848648,0.663026656,0.274267069,0.509335249,0.569932685,0.228288696
0.344279785,0.229955525,0.604802787,0.326321662,0.655070182,0.270241042,0.524271841,0.512341062,0.218509931
0.326800865,0.203786203,0.562703824,0.299474138,0.657878419,0.261129653,0.503360642,0.501121915,0.227706682
0.314618714,0.214922117,0.553513252,0.298090274,0.654758341,0.286980593,0.518297234,0.490650711,0.222933644
0.293432166,0.297884148,0.584939223,0.327428692,0.692199746,0.292701783,0.545929717,0.529543755,0.234924318
0.343220463,0.317928693,0.610435843,0.350401348,0.712636532,0.279988089,0.546676543,0.531039641,0.245867297
0.375529787,0.30400887,0.603024044,0.337116016,0.728081228,0.290794663,0.553397976,0.523560209,0.247147867
0.386122849,0.302338547,0.606581767,0.334901735,0.706552289,0.297575232,0.566094016,0.51907255,0.249708996
0.382415274,0.292872956,0.585235755,0.331303699,0.688455518,0.290370963,0.537714557,0.52131638,0.243189812
0.369703515,0.292316275,0.586717996,0.351231655,0.69921998,0.262612902,0.551157423,0.513089005,0.249825434
0.384533972,0.281180361,0.572487459,0.344035474,0.700780136,0.256044268,0.563106637,0.531787584,0.249010533
0.358050919,0.279510094,0.576934569,0.329919697,0.663650572,0.253501491,0.572815448,0.514584892,0.229569266
0.356461989,0.301224961,0.587903884,0.337946296,0.654446266,0.274902705,0.563106637,0.495886313,0.228288696
0.360169564,0.270601407,0.592647554,0.310545326,0.646489792,0.257315582,0.676624245,0.436798803,0.228754365
0.350635665,0.241091216,0.63089247,0.288956534,0.636817483,0.275326596,0.686333057,0.384442782,0.195227046
0.354343292,0.24832958,0.595315683,0.26819816,0.629641336,0.273631412,0.661687803,0.370979806,0.178929003
0.331567867,0.256681584,0.58879327,0.293108237,0.677379199,0.278081139,0.660940977,0.363500374,0.210593738
0.338453514,0.263919948,0.553513252,0.284251358,0.660998497,0.276809824,0.63405517,0.334330591,0.203143227
