INTC,ORCL,MSI,MSFT,IBM,HON,CSCO,AMD,AAPL
0.332627189,0.262249402,0.546694308,0.324937688,0.576599073,0.259222702,0.660940977,0.382198953,0.239115237
0.345868715,0.238864212,0.534835399,0.33324112,0.582215298,0.2223534,0.63405517,0.386686612,0.241210708
0.34533916,0.236636984,0.50963531,0.331857145,0.590795688,0.235702582,0.62957429,0.383694839,0.23364384
0.342690696,0.191536703,0.45597397,0.284528081,0.539469509,0.172134747,0.573562349,0.353777113,0.215366683
0.285487409,0.193207193,0.319300356,0.298366997,0.538533503,0.174253633,0.583271011,0.364248317,0.226891781
0.30243651,0.177616881,0.327601542,0.304456147,0.531981272,0.176584474,0.588498717,0.368735976,0.247380649
0.337923694,0.201558976,0.34983694,0.314696918,0.545085734,0.19120514,0.595220225,0.3934181,0.246216528
0.333686511,0.199331748,0.357545271,0.31801823,0.559126436,0.202435415,0.610156742,0.403889304,0.27008152
0.352224595,0.185411926,0.364957071,0.316634366,0.542277746,0.205613849,0.603435309,0.401645475,0.27217698
0.34533916,0.188196057,0.384227779,0.323000239,0.553822286,0.184424571,0.587751891,0.394913987,0.281024499
0.349046735,0.193207193,0.38719247,0.337669573,0.5297972,0.197138096,0.600447931,0.408376963,0.293946419
0.354872847,0.195991158,0.404387904,0.34763362,0.515288729,0.189509955,0.584764662,0.42408377,0.324912702
0.364406746,0.190979966,0.414171302,0.347910343,0.510452566,0.193535961,0.593726498,0.387434555,0.31792786
0.372881323,0.172049007,0.388378387,0.310822049,0.495787948,0.187179114,0.570574971,0.35078534,0.305704299
0.367055263,0.180957694,0.386895938,0.244118475,0.525273113,0.169803905,0.571321797,0.383694839,0.311059362
0.381885666,0.195434198,0.393714883,0.25186824,0.52121681,0.172558469,0.585511488,0.369483919,0.311757907
0.386122849,0.199331748,0.393714883,0.255466386,0.512792567,0.164082885,0.592232996,0.366492147,0.315832388
0.504767029,0.192093608,0.373851082,0.243288167,0.575975142,0.16768502,0.575802677,0.362004488,0.316763727
0.480402674,0.198775067,0.38719247,0.248823651,0.570982833,0.188026706,0.572815448,0.367988033,0.317694973
0.48887725,0.177616881,0.371775808,0.234984735,0.559594439,0.172346682,0.572068623,0.348541511,0.310128105
0.46345352,0.178730467,0.392528965,0.240243606,0.56848667,0.154759539,0.584764662,0.358264772,0.314318943
0.471928097,0.176503239,0.384820634,0.242457777,0.576286982,0.119797208,0.637042549,0.349289454,0.302211924
0.479343299,0.210467662,0.419507797,0.265983989,0.611076546,0.141410357,0.669155912,0.374719521,0.299301564
0.519067877,0.215478798,0.413874978,0.259341254,0.59001561,0.144376835,0.669155912,0.367988033,0.276135035
0.523305059,0.224387485,0.418618411,0.257680667,0.608892474,0.328087857,0.669902813,0.383694839,0.274156002
0.521716182,0.239977853,0.410020694,0.254912801,0.612012552,0.320671631,0.678117897,0.370231862,0.264377237
0.517479,0.224387485,0.412095998,0.243841752,0.602340243,0.312619599,0.660194076,0.384442782,0.26379513
0.4936442,0.231069167,0.436703232,0.248823651,0.620280868,0.337411182,0.671396464,0.382946896,0.258207202
0.500000079,0.247215994,0.467239816,0.25380566,0.63962572,0.3357556,0.687826559,0.379955123,0.264377237
0.504767029,0.238307307,0.494811711,0.248270205,0.62808118,0.32732481,0.663181305,0.362004488,0.254249147
0.481991604,0.25612468,0.482359947,0.265707156,0.630889167,0.347769476,0.671396464,0.356020942,0.274854465
0.488347483,0.24832958,0.468425734,0.263492984,0.60717639,0.327746413,0.669902813,0.352281227,0.264842813
0.474576349,0.233296171,0.457456181,0.234431289,0.563650524,0.322055608,0.639282952,0.335826477,0.262398122
0.44650442,0.244432085,0.462199852,0.249100484,0.579251148,0.322898687,0.65944725,0.35302917,0.2604191
0.475105957,0.260022175,0.464571657,0.259894839,0.596879931,0.340813989,0.683345678,0.339566193,0.282654301
0.494173755,0.260022175,0.450933976,0.258234113,0.587831538,0.321844817,0.660940977,0.333582648,0.270197958
0.48887725,0.235523398,0.435517314,0.231940256,0.570982833,0.299503203,0.641523429,0.32460733,0.270430752
0.472457652,0.244432085,0.451823362,0.235261569,0.577535064,0.292547885,0.635548822,0.323859387,0.270547189
0.473517027,0.227171393,0.447969078,0.244118475,0.561466436,0.28664629,0.622105956,0.315632012,0.286146675
0.500529635,0.335189384,0.460124548,0.242457777,0.589859697,0.308144826,0.657206698,0.313388182,0.293713636
0.441737417,0.301224961,0.443225645,0.216717366,0.564742677,0.281798713,0.63405517,0.314884069,0.249476121
0.391949173,0.297327411,0.46160676,0.224190408,0.592199697,0.230581642,0.638536051,0.292445774,0.205005811
0.391419618,0.325167056,0.495404773,0.238582881,0.630889167,0.270417104,0.666915584,0.307404637,0.175785849
0.41631374,0.288975462,0.478209369,0.215333502,0.590327685,0.239223244,0.622852782,0.304412865,0.148894059
0.382415274,0.327394283,0.499555381,0.249100484,0.64196572,0.277372421,0.669155912,0.329094989,0.176717106
0.435381379,0.356904251,0.520604862,0.255466386,0.683151352,0.286224835,0.693054489,0.374719521,0.209778849
0.436440701,0.356904251,0.52772013,0.254082522,0.663026656,0.317207883,0.699029096,0.412116679,0.20209545
0.442267026,0.356904251,0.516750578,0.255743109,0.65054611,0.33154029,0.696041718,0.424831713,0.202444763
0.41631374,0.351893115,0.482656478,0.253528937,0.650389948,0.326060128,0.677371071,0.412864622,0.190803321
0.413135668,0.355233928,0.488289297,0.249930792,0.640093723,0.338284794,0.666915584,0.416604338,0.183469154
0.406250022,0.360245065,0.503705959,0.261832259,0.648205876,0.344818678,0.674383843,0.423335826,0.182305033
0.396186568,0.360245065,0.497183546,0.267644576,0.653198185,0.347980288,0.677371071,0.430815258,0.191851016
0.388241546,0.357460933,0.494515179,0.265707156,0.631357405,0.339127873,0.660194076,0.436798803,0.193248012
0.372881323,0.348552247,0.493922324,0.269582024,0.636193567,0.339549477,0.655713196,0.42183994,0.200582098
0.363877191,0.346881979,0.492143581,0.263492984,0.642745798,0.339338664,0.638536051,0.418848168,0.20593715
0.367055263,0.370824074,0.488289297,0.261832259,0.661622428,0.344607866,0.632561519,0.436798803,0.215483121
0.380296789,0.355233928,0.473465698,0.255743109,0.657566344,0.335544809,0.606422538,0.430067315,0.211525077
0.378178092,0.360801802,0.469018559,0.254359245,0.65819026,0.325638673,0.598207528,0.433059088,0.221420291
0.371822212,0.350779474,0.458642099,0.25380566,0.678783209,0.320369493,0.595220225,0.389678384,0.218160699
0.357521311,0.354677024,0.449451527,0.25269863,0.66443065,0.318683208,0.613143971,0.362752431,0.219790489
0.360169564,0.360801802,0.446486866,0.249377235,0.668486734,0.328167868,0.643017156,0.370231862,0.221653073
0.37023307,0.364699296,0.442336259,0.26819816,0.686895596,0.341024801,0.648244937,0.382946896,0.222817287
0.354343292,0.347995565,0.41565375,0.263216151,0.687987515,0.325427882,0.624346509,0.366492147,0.207683378
0.336334817,0.358574575,0.444707886,0.27318017,0.712636532,0.331118665,0.630321116,0.355272999,0.204773017
0.342161088,0.347995565,0.40794542,0.265430405,0.690015674,0.323952557,0.622852782,0.348541511,0.205587918
0.334216119,0.348552247,0.40794542,0.270412442,0.685179511,0.328800134,0.62957429,0.356768886,0.215017463
0.354872847,0.351893115,0.39756893,0.266537546,0.689391508,0.324163348,0.634801996,0.362752431,0.209895287
0.361228939,0.350222792,0.384820634,0.263769707,0.712168529,0.331118665,0.637042549,0.357516829,0.199534403
0.358050919,0.337416611,0.288170709,0.247993343,0.681747359,0.32226642,0.619118578,0.347045625,0.180791681
0.336864584,0.326837379,0.260005959,0.236368709,0.668018731,0.323530933,0.613143971,0.334330591,0.179860342
0.319385663,0.326837379,0.246664572,0.225574383,0.666614737,0.311727891,0.605675862,0.331338818,0.164610076
0.335805208,0.351336434,0.270085888,0.225574383,0.680187202,0.320790947,0.613890872,0.359760658,0.18288714
0.35116522,0.345211656,0.262674088,0.228342111,0.667238653,0.330275607,0.598954429,0.376215408,0.16146684
0.35169504,0.353563438,0.268603676,0.215333502,0.678939121,0.318261753,0.598207528,0.373223635,0.162980192
0.346928037,0.339086879,0.259116573,0.214779945,0.686115518,0.301400151,0.616131349,0.375467464,0.146798599
0.35010611,0.339643616,0.234212808,0.230556282,0.69063959,0.32226642,0.625093185,0.385190726,0.073690353
0.363877191,0.351893115,0.224429173,0.229726002,0.698907905,0.312570948,0.618371902,0.364248317,0.081490096
0.342690696,0.347438883,0.229172843,0.225297549,0.689859746,0.315100143,0.612397145,0.299925206,0.096856893
0.341101766,0.346881979,0.208419893,0.203985591,0.664586578,0.379384938,0.602688484,0.25355273,0.105820757
0.320444985,0.356904251,0.21968574,0.20703018,0.678783209,0.405098806,0.606422538,0.26776365,0.11199071
0.395656801,0.347438883,0.206937444,0.128978695,0.651014113,0.393927988,0.553397976,0.26776365,0.110943027
0.367055263,0.378619119,0.208419893,0.153058381,0.655382272,0.384232516,0.55265115,0.275243082,0.110477357
0.361758494,0.385857483,0.203972784,0.1458622,0.654134191,0.391398645,0.545929717,0.247569185,0.098253808
0.362817869,0.380289442,0.20930928,0.146969341,0.661934503,0.388447995,0.541448762,0.249813014,0.098370246
0.369703515,0.368596847,0.205751527,0.140603329,0.62667717,0.387604938,0.540701936,0.243829469,0.0760187
0.359639797,0.36636962,0.203972784,0.132300007,0.611388387,0.386972522,0.530246448,0.247569185,0.082421435
0.355932222,0.330734929,0.180847999,0.115139779,0.58471146,0.377488011,0.516803508,0.237845924,0.077299258
0.32627131,0.335746065,0.173732493,0.107113181,0.571138995,0.383178646,0.504107468,0.244577412,0.073806791
0.306144137,0.316815107,0.134301897,0.081649631,0.542121818,0.325638673,0.465272522,0.238593867,0.065192147
0.263771306,0.316815107,0.141713697,0.081649631,0.538533503,0.340603346,0.463778796,0.240089753,0.060419121
0.251589102,0.309576966,0.126000504,0.075837203,0.527769041,0.307090956,0.434652661,0.234106208,0.05413273
0.236228879,0.335189384,0.162763178,0.07556048,0.538221662,0.333858672,0.469753403,0.242333583,0.06461004
0.239936506,0.339086879,0.161577261,0.075837203,0.529329197,0.330064795,0.461538467,0.247569185,0.06123401
0.242584759,0.317928693,0.119478298,0.058400252,0.477535249,0.29086177,0.42942488,0.246821242,0.047264326
0.196504301,0.238864212,0.093981589,0.027954582,0.43447737,0.282435154,0.394324138,0.246073298,0.037834688
0.157309436,0.202672617,0.075896887,0,0.400156044,0.227630823,0.358476347,0.216155572,0.01979051
0.132415261,0.244432085,0.124814794,0.03874902,0.44836191,0.25966791,0.39133676,0.228122663,0.035622883
0.176377128,0.333519061,0.222057575,0.096318854,0.585023535,0.351141728,0.501120089,0.252804787,0.067054731
0.252648477,0.28786182,0.204862141,0.070855304,0.547113893,0.335333997,0.463778796,0.238593867,0.060651996
0.215572151,0.286748457,0.216128017,0.076390788,0.564742677,0.350720273,0.467513,0.270755423,0.064842927
0.217161081,0.27227173,0.232137504,0.045391644,0.557878371,0.345661736,0.469753403,0.244577412,0.055413289
0.20921606,0.269487766,0.20189748,0.047052341,0.532605422,0.321634005,0.48095594,0.256544503,0.058090867
0.187500063,0.211581248,0.215831693,0.054248522,0.518096732,0.318893998,0.474981333,0.218399402,0.083934881
0.183792489,0.20044539,0.208123362,0.03487404,0.512168417,0.313203194,0.458551089,0.193717277,0.079161843
0.1795552,0.22216048,0.199229114,0.03874902,0.518096732,0.312992551,0.481702617,0.191473448,0.082887104
0.20762713,0.210467662,0.18677735,0.047329064,0.521528885,0.304983216,0.472740781,0.192221391,0.081490096
0.20921606,0.217149344,0.205158672,0.084417386,0.538533503,0.337652549,0.486930547,0.186237846,0.098835915
0.202330625,0.234409757,0.238363415,0.088292255,0.554914205,0.348823346,0.495145482,0.201196709,0.108381898
0.197034015,0.247215994,0.252890691,0.099917,0.563962599,0.324795615,0.495145482,0.19670905,0.100116474
0.194385604,0.238864212,0.226504714,0.101577587,0.553510211,0.309620129,0.489917776,0.200448766,0.101164169
0.193855942,0.25612468,0.244589297,0.102408005,0.544149743,0.313624818,0.492158254,0.197456993,0.096507568
0.183262775,0.237193666,0.235695256,0.092997542,0.54664589,0.297817087,0.494398657,0.174270755,0.088242156
0.180084861,0.212694889,0.245478891,0.112095218,0.556162286,0.292337095,0.490664602,0.180254301,0.085913903
0.187500063,0.301781643,0.253187015,0.12233596,0.54071759,0.279901764,0.477221736,0.194465221,0.094528547
0.182203452,0.298441052,0.259412897,0.12648769,0.559906514,0.277583212,0.48842405,0.204936425,0.110826589
0.178495825,0.291202689,0.266231841,0.107666765,0.545865812,0.288121763,0.478715388,0.207180254,0.116530861
0.177436503,0.28452123,0.263267181,0.09576527,0.539625656,0.285170965,0.477221736,0.188481675,0.117229417
0.173199215,0.294543502,0.261784702,0.102131171,0.527925188,0.296341762,0.478715388,0.175766642,0.108032666
0.167902551,0.281737321,0.271568337,0.087461948,0.475195015,0.288964821,0.445108149,0.177262528,0.088009374
0.150423737,0.24164812,0.244885829,0.044284503,0.451170147,0.255874033,0.405526526,0.165295438,0.07089643
0.106461923,0.254454357,0.243996442,0.060614424,0.458658385,0.264726299,0.407766855,0.152580404,0.056810297
0.102224635,0.222717162,0.243107056,0.052311102,0.422464827,0.245757107,0.377893894,0.145100972,0.044935979
0.074682207,0.25779517,0.265045924,0.065873267,0.460062378,0.253555503,0.31441362,0.150336574,0.04912691
0.093750058,0.265033311,0.277794219,0.057569834,0.470358853,0.273367902,0.309185913,0.146596859,0.036670567
0.093220397,0.285634815,0.305662674,0.094104683,0.493135874,0.298870957,0.333084267,0.146596859,0.041210717
0.114936447,0.265590271,0.299436792,0.073346309,0.465990694,0.264304845,0.300224078,0.137621541,0.002095471
0.08951277,0.277282866,0.31396386,0.085247666,0.483463315,0.285175161,0.310679565,0.131637996,0
0.081567854,0.267817498,0.283130744,0.072515891,0.485179399,0.283489045,0.312920118,0.136125654,0.025262
0.097457632,0.288418724,0.312185087,0.071685584,0.501092098,0.300978697,0.337565372,0.135377711,0.035855666
0.101694921,0.251670448,0.305366143,0.045391644,0.460062378,0.263461787,0.298730351,0.136125654,0.028521592
0.083686445,0.254454357,0.297064957,0.054248522,0.4592823,0.276529342,0.300224078,0.138369484,0.027706691
0.096398416,0.244432085,0.407056033,0.041793498,0.446489913,0.27315709,0.2763255,0.136873598,0.033760206
0.088983109,0.247772898,0.406166647,0.03985605,0.411856512,0.25861404,0.293502645,0.132385939,0.044819623
0.086334803,0.269487766,0.428105514,0.037365045,0.409984515,0.29191564,0.324869332,0.132385939,0.056344627
0.11334757,0.30400887,0.45893863,0.060337701,0.427769211,0.295287892,0.362957451,0.142857143,0.038416795
0.126589096,0.279510094,0.434924459,0.03985605,0.438221598,0.286857081,0.371919287,0.128646223,0.039580927
0.109110281,0.305679416,0.439371361,0.040686468,0.455850382,0.294234022,0.407020029,0.133133882,0.052270146
0.153072148,0.334632424,0.460124548,0.06947133,0.50889241,0.311517078,0.457804189,0.1421092,0.087078035
0.186970402,0.323496789,0.45597397,0.083310245,0.487207558,0.298027878,0.443614646,0.136873598,0.16309663
0.168432265,0.330734929,0.444411562,0.101854448,0.482995327,0.265358545,0.427184402,0.121166791,0.17159493
0.167902551,0.326280697,0.445893804,0.092720708,0.478159165,0.284749341,0.421209795,0.161555722,0.178579772
0.181144077,0.342427747,0.428994901,0.203432035,0.490639711,0.300557072,0.427931228,0.059087509,0.181955802
0.198622892,0.348552247,0.44559748,0.198173274,0.440873689,0.306037086,0.44286782,0.065071055,0.195459828
0.200211928,0.346325242,0.458049244,0.220315512,0.407956356,0.319109006,0.434652661,0.059087509,0.192898792
0.179025486,0.35634757,0.449748058,0.22225296,0.541029665,0.311938681,0.424197173,0.069558714,0.199534403
0.181673791,0.344098015,0.448265609,0.199833999,0.528393191,0.294444834,0.402539148,0.065071055,0.227124563
0.171610179,0.35634757,0.438482004,0.191807401,0.519656888,0.292126282,0.428678054,0.066566941,0.253317808
0.189618654,0.360245065,0.440260984,0.191530539,0.520748807,0.296763217,0.427184402,0.072550486,0.252619357
0.207097575,0.310690329,0.43047735,0.172156168,0.495787948,0.260721611,0.383121601,0.073298429,0.23399306
0.192796726,0.309020006,0.425733679,0.162745677,0.489859633,0.23774775,0.381628098,0.069558714,0.217462154
0.182733113,0.307349739,0.4364067,0.165790156,0.491419789,0.241541627,0.386855879,0.068062827,0.213271316
0.180614416,0.285634815,0.428994901,0.166897297,0.474259009,0.232057115,0.380134372,0.060583396,0.211874308
0.176377128,0.329064606,0.46160676,0.185164666,0.501872176,0.261354047,0.410007407,0.072550486,0.240046576
0.204449322,0.316815107,0.450340913,0.169665135,0.501560101,0.234375498,0.37864072,0.069558714,0.226658905
0.194915318,0.346881979,0.468425734,0.193744821,0.533853503,0.250604684,0.420462895,0.074794316,0.241909253
0.200211928,0.351893115,0.462199852,0.197619718,0.540873737,0.26493709,0.461538467,0.074794316,0.228754365
0.224046728,0.337973293,0.450044382,0.188209255,0.52418096,0.240066302,0.445108149,0.076290202,0.217112923
0.218749959,0.341314106,0.42603021,0.183227217,0.476755171,0.242599692,0.444361323,0.077038145,0.223748545
0.237817809,0.326280697,0.402312363,0.173816755,0.491107714,0.236904692,0.417475666,0.077038145,0.201862656
0.220339101,0.321826243,0.380966588,0.141433747,0.476599009,0.230581642,0.402539148,0.0710546,0.172875488
0.194915318,0.341314106,0.357841565,0.159977839,0.469578775,0.224680195,0.407020029,0.071802543,0.178463334
0.193855942,0.329064606,0.374444174,0.153335215,0.429797136,0.243438555,0.397311367,0.063575168,0.183818386
0.200211928,0.364142615,0.391046516,0.15610297,0.471919009,0.25966791,0.430918606,0.071802543,0.190686883
0.217161081,0.376948852,0.373554788,0.150290653,0.480187324,0.253344839,0.424197173,0.072550486,0.18125735
0.218220404,0.369710488,0.357841565,0.140049883,0.456162222,0.241120172,0.434652661,0.082273747,0.181373695
0.236228879,0.321269561,0.364957071,0.172432891,0.455382144,0.218357124,0.424197173,0.072550486,0.17997678
0.199152606,0.299554638,0.347465105,0.163852708,0.42028074,0.180629402,0.401045422,0.059835453,0.181955802
0.183792489,0.217149344,0.339460451,0.142817611,0.391731816,0.169037002,0.384615327,0.049364248,0.165774208
0.181673791,0.214922117,0.335309873,0.131192866,0.388923579,0.165453937,0.387602705,0.066566941,0.141792779
0.170021248,0.228841939,0.316631989,0.128425139,0.382371348,0.176413922,0.399551919,0.051608078,0.138766062
0.187500063,0.178730467,0.317225052,0.100193723,0.348518009,0.162292327,0.363704128,0.032161556,0.126076844
0.16048735,0.202672617,0.324933383,0.122059237,0.351950177,0.174306182,0.380881272,0.032161556,0.12549483
0.140360283,0.184298563,0.313667299,0.089122673,0.331045387,0.145852329,0.339058874,0.035153328,0.124447053
0.123940685,0.195991158,0.31099917,0.071962334,0.347893859,0.143533947,0.345780307,0.047868362,0.134225911
0.14406791,0.16982178,0.30922019,0.099640166,0.311232532,0.157866184,0.320388227,0.04038893,0.147497144
0.127648312,0.16982178,0.318114438,0.108497044,0.311232532,0.154283119,0.325616157,0.047120419,0.129918543
0.12500006,0.162583417,0.319003824,0.125103826,0.287831596,0.122878469,0.32785656,0.036649215,0.121187461
0.122881468,0.175389876,0.316335666,0.114863056,0.257722266,0.109810892,0.322628779,0.02617801,0.118626332
0.113877231,0.108017768,0.384524103,0.067810715,0.205616243,0.014543049,0.274085097,0.023186238,0.073923229
0.072563616,0.11804004,0.425140854,0.079435349,0.221216868,0.049952389,0.291262092,0.017950636,0.076484369
0.083686445,0.136414317,0.401423006,0.101577587,0.259750425,0.074401553,0.305451784,0.014958863,0.07473813
0.074152652,0.099665986,0.365253365,0.081096074,0.233229411,0.055643024,0.28454066,0.01421092,0.067054731
0.051377227,0.095211531,0.304180225,0.076114037,0.226989021,0.062809301,0.269604217,0.010471204,0.050640344
0.030720341,0.126392045,0.184702046,0.116800505,0.248362032,0.095057031,0.307692187,0.013462977,0.076135044
0.059851751,0.108017768,0.162466647,0.093827849,0.23759757,0.139318467,0.30171758,0.005983545,0.066356279
0.025953391,0.099665986,0.126297035,0.104068619,0.227769099,0.122457014,0.292755744,0.005983545,0.068917408
0.063559378,0.099665986,0.134301897,0.110434493,0.12870515,0.115290885,0.294996147,0.005235602,0.090570503
0.066207631,0.047884245,0.085976816,0.073623032,0.076287053,0.090420096,0.248693017,0,0.073341122
0.029661124,0.038975559,0.03735544,0.057293111,0.049766038,0.0594369,0.194174803,0,0.042491288
0.022245764,0,0,0.03487404,0,0.018551446,0.162061216,0.002243829,0.039115258
0,0.0200446,0.013341269,0.035427597,0.036505523,0.04089304,0,0.000747943,0.04575088
0.000529714,0.013363141,0.05099324,0.023526129,0.097035914,0.043418505,0.010455562,0.005235602,0.05413273
0.031250002,0.042873109,0.046546101,0.027124275,0.142433778,0.018336905,0.031366687,0.007479432,0.054365605
0.031779716,0.047884245,0.068188556,0.047882649,0.167238833,0.030983026,0.028379309,0.011219147,0.042840519
0.043432312,0.089643713,0.11058405,0.098809859,0.15288618,0.039835462,0.07692314,0.019446522,0.072875452
0.082097515,0.047327341,0.129261696,0.103238312,0.107176336,0.031615463,0.044062727,0.017950636,0.069965092
0.05932209,0.028396327,0.112659354,0.12648769,0.07940724,0,0.023898428,0.011967091,0.048195653
0.083686445,0.08240535,0.187666706,0.173816755,0.10889242,0.046790779,0.07244211,0.023186238,0.07089643
