AMZN,ANSS,WMT,GOOG,FB,EPAM,BLKB,BABA,AAPL
0.397286385,0.024282319,0.164793031,0.252321157,0.255173222,0.101284803,0.152858835,0.289198073,0.215366683
0.442309429,0.022425369,0.177680143,0.252617141,0.246150123,0.110492512,0.152080908,0.290604982,0.226891781
0.466530292,0.108555914,0.17274458,0.270297939,0.332410924,0.149678853,0.142357065,0.296545283,0.247380649
0.462226384,0.11484076,0.168631775,0.310422739,0.360442708,0.155674464,0.196810568,0.317179956,0.246216528
0.416623375,0.134695053,0.188373864,0.312925479,0.378368658,0.15781592,0.202839389,0.321400685,0.27008152
0.434907372,0.135409294,0.187551297,0.342070553,0.381977753,0.168950739,0.179502146,0.323276549,0.27217698
0.432663803,0.126696238,0.18316424,0.342016679,0.362728584,0.178372645,0.194865838,0.326793799,0.281024499
0.462958932,0.131124134,0.176583324,0.352027797,0.378970054,0.2004283,0.268183616,0.32992028,0.293946419
0.469689547,0.131409879,0.170276908,0.375171522,0.394008552,0.194432603,0.274017844,0.341175572,0.324912702
0.449085781,0.149407224,0.16561557,0.38981132,0.405919114,0.211991491,0.272851022,0.34336409,0.31792786
0.5132474,0.131267014,0.142308578,0.352835106,0.391361944,0.13597427,0.254764673,0.338987054,0.305704299
0.519703311,0.132409722,0.153002491,0.346376309,0.366458108,0.160385406,0.246207711,0.338283568,0.311059362
0.538918178,0.136837633,0.157389549,0.358567244,0.367781507,0.162526691,0.251847482,0.338908877,0.311757907
0.543359486,0.135266414,0.156841262,0.341774568,0.34925415,0.171734422,0.248541414,0.334297309,0.315832388
0.514208917,0.1292673,0.13901834,0.300600184,0.336862356,0.163383244,0.246207711,0.330389227,0.316763727
0.500976747,0.131838375,0.145324784,0.296751875,0.340952779,0.167237655,0.248735852,0.32265124,0.317694973
0.512224869,0.140408552,0.139292593,0.295836815,0.340230967,0.157387548,0.25126407,0.32499612,0.310128105
0.512163854,0.14197977,0.11817924,0.3172314,0.355028885,0.162740867,0.2555426,0.336485889,0.314318943
0.504990673,0.131838375,0.116259854,0.308969583,0.352983673,0.162098511,0.259432079,0.349069914,0.302211924
0.520267999,0.13783749,0.132437644,0.316693137,0.369345559,0.209421834,0.282963761,0.373925323,0.299301564
0.529913624,0.135409294,0.152179733,0.287467415,0.354307061,0.189293288,0.266822278,0.355088337,0.276135035
0.537254667,0.145550689,0.170276908,0.292257555,0.351299362,0.221199201,0.29093737,0.363529809,0.274156002
0.532538653,0.149407224,0.233616555,0.291207974,0.348050998,0.228693805,0.294826849,0.362591846,0.264377237
0.54888434,0.140265686,0.235810194,0.291100387,0.344682387,0.225481792,0.289381517,0.350789423,0.26379513
0.545404549,0.142122635,0.242939396,0.280685695,0.351660274,0.235974255,0.287047891,0.350242291,0.258207202
0.548807955,0.152692526,0.245955601,0.293414726,0.345644874,0.263597405,0.298910844,0.35344695,0.264377237
0.552928727,0.129695796,0.207842084,0.287279017,0.343479234,0.238758088,0.291715297,0.351571086,0.254249147
0.537163098,0.143122478,0.236907013,0.30490594,0.357194345,0.226766524,0.292493224,0.376582788,0.274854465
0.541299053,0.141694025,0.25171373,0.308808123,0.350697786,0.224625239,0.278296355,0.372752883,0.264842813
0.542169002,0.13569491,0.232245702,0.285126138,0.334095236,0.2139186,0.283547308,0.354228551,0.262398122
0.529562535,0.148264616,0.252262017,0.319276689,0.341915267,0.275374771,0.297744041,0.368453969,0.2604191
0.529058861,0.161262703,0.250068406,0.320110936,0.367420595,0.272376913,0.294632489,0.381350656,0.282654301
0.509813439,0.161405568,0.247874959,0.290535189,0.365736284,0.256959331,0.287047891,0.355088337,0.270197958
0.483944249,0.144836462,0.241842576,0.277590819,0.35009621,0.240471172,0.275768214,0.318821343,0.270430752
0.49400198,0.145693554,0.245132815,0.262224524,0.350216458,0.244111408,0.276546121,0.331874321,0.270547189
0.492399483,0.142836748,0.266520448,0.270782325,0.355269549,0.232762392,0.259626595,0.344458345,0.286146675
0.469567425,0.166547705,0.253633116,0.278532817,0.346607362,0.242184127,0.266822278,0.342973259,0.293713636
0.455037925,0.149692969,0.229503558,0.253585911,0.339629391,0.214346952,0.260793398,0.326950161,0.249476121
0.447223764,0.148835863,0.227858425,0.246050756,0.332892168,0.21777299,0.273628949,0.31037987,0.205005811
0.452443452,0.165833478,0.24102001,0.271159125,0.350697786,0.242398303,0.302605963,0.314444306,0.175785849
0.438967035,0.152692526,0.196051571,0.245969944,0.331568768,0.237473163,0.298910844,0.305221233,0.148894059
0.425841712,0.181402741,0.238003832,0.288113261,0.369706471,0.280299718,0.350641768,0.328278894,0.176717106
0.425719589,0.189830052,0.244310276,0.301649604,0.379090482,0.28415413,0.356087101,0.326324853,0.209778849
0.441714186,0.19111564,0.270084939,0.300923107,0.363209744,0.284796656,0.362310341,0.337736444,0.20209545
0.424391799,0.196257777,0.256375041,0.277725508,0.324470645,0.294218391,0.357253903,0.302329229,0.202444763
0.460898593,0.18083138,0.265697662,0.270513276,0.320380126,0.258886441,0.340917925,0.288025633,0.190803321
0.461539572,0.188115968,0.227310112,0.265857496,0.319778646,0.240042821,0.318942097,0.286227946,0.183469154
0.468239634,0.191829752,0.223745428,0.271347523,0.316409938,0.222483933,0.313302249,0.276926695,0.182305033
0.443164099,0.236823356,0.22621332,0.279582399,0.324831557,0.221841577,0.317969655,0.268172568,0.191851016
0.440386395,0.236966222,0.219084091,0.272558404,0.305822872,0.231905839,0.324776306,0.269579485,0.193248012
0.438158103,0.235252138,0.221277729,0.272208542,0.292949917,0.222912306,0.333722222,0.260825413,0.200582098
0.435746766,0.231538354,0.248971778,0.272827617,0.288017338,0.216488258,0.328276889,0.260356404,0.20593715
0.441408927,0.233823799,0.241842576,0.279394,0.298724749,0.229978559,0.327888014,0.275285309,0.215483121
0.437913951,0.223253908,0.261858918,0.279582399,0.296077961,0.19164877,0.308634687,0.274191053,0.211525077
0.422987623,0.225253608,0.264875123,0.288382311,0.288979742,0.184796522,0.305717651,0.283648604,0.221420291
0.419981044,0.221539824,0.305730757,0.293979924,0.293190593,0.194218428,0.296771735,0.284742859,0.218160699
0.427917327,0.222396816,0.268165553,0.300465495,0.298724749,0.203854339,0.280630135,0.284742859,0.219790489
0.42338445,0.21139843,0.267068734,0.293011155,0.285851794,0.200214103,0.319914384,0.282085395,0.221653073
0.420072613,0.222111186,0.278859274,0.307274153,0.293070261,0.228479629,0.350641768,0.286071592,0.222817287
0.430985015,0.210969934,0.29448853,0.309373157,0.304860384,0.244111408,0.333722222,0.294513065,0.207683378
0.431244443,0.211255564,0.292020858,0.313759726,0.30510106,0.215203504,0.335667108,0.243864297,0.204773017
0.430343941,0.200114312,0.296133663,0.313302278,0.304860384,0.202569585,0.334305789,0.209160568,0.205587918
0.437135571,0.188830195,0.284891657,0.312172046,0.307025939,0.207922904,0.332555419,0.192824754,0.215017463
0.443347237,0.184116568,0.27940756,0.3054442,0.309432147,0.192505323,0.313496609,0.19094889,0.209895287
0.441332635,0.18454505,0.290924039,0.306682019,0.308108759,0.206423975,0.322248165,0.187744231,0.199534403
0.437242418,0.155406453,0.27831096,0.278129079,0.298604417,0.205353247,0.311940911,0.188994849,0.180791681
0.436860867,0.119982897,0.268439806,0.282354188,0.276347452,0.282012823,0.310579573,0.180553376,0.179860342
0.434190008,0.105413591,0.27364943,0.276675923,0.283325242,0.282441174,0.310968468,0.181569516,0.164610076
0.433304782,0.120839874,0.291472353,0.281546878,0.298002841,0.31263381,0.321470238,0.18579019,0.18288714
0.425353316,0.106270583,0.269262373,0.27054005,0.293551493,0.283511753,0.308829203,0.17125218,0.16146684
0.415997672,0.116411978,0.276665635,0.208966792,0.306304116,0.286295586,0.311162984,0.176254525,0.162980192
0.425063332,0.111412706,0.278859274,0.197825605,0.286332942,0.276659504,0.330027259,0.176098162,0.146798599
0.435990918,0.120268513,0.290101473,0.188810192,0.26082771,0.288222695,0.389731657,0.179928067,0.073690353
0.42236192,0.115269255,0.290649786,0.192443329,0.265760289,0.292719462,0.376896106,0.176801648,0.081490096
0.41289943,0.115412121,0.285165909,0.200435929,0.258180922,0.285010682,0.379424402,0.18696263,0.096856893
0.388571722,0.106699065,0.284343151,0.189375391,0.253488923,0.274090018,0.358615397,0.184539635,0.105820757
0.386923488,0.121982597,0.291746606,0.196264697,0.269249232,0.275588947,0.391287355,0.186415499,0.11199071
0.393058767,0.122553958,0.288182114,0.184881235,0.253488923,0.243469031,0.370867381,0.17351882,0.110943027
0.401071343,0.130267157,0.293117458,0.176323434,0.238570757,0.246038517,0.37047835,0.17258092,0.110477357
0.400415087,0.131695496,0.288456148,0.138835735,0.208373428,0.248608174,0.374173449,0.161638274,0.098253808
0.402383858,0.130838518,0.289278714,0.141796084,0.213546672,0.24154175,0.387397876,0.165468179,0.098370246
0.393577718,0.128410322,0.287085295,0.131112179,0.207410941,0.239614619,0.386814484,0.156323283,0.0760187
0.387656036,0.141836891,0.277488202,0.140961839,0.221246371,0.229122006,0.381952563,0.165468179,0.082421435
0.386694519,0.133552345,0.299149868,0.126026054,0.220524559,0.191006393,0.350252872,0.163279661,0.077299258
0.395485474,0.13569491,0.293117458,0.100567826,0.212945096,0.19164877,0.337611857,0.143973728,0.073806791
0.397667936,0.110841345,0.284617404,0.072929781,0.196222286,0.130620951,0.325165337,0.146787547,0.065192147
0.406184185,0.10484223,0.292569172,0.079415519,0.206448453,0.13704502,0.32633216,0.141238078,0.060419121
0.414685157,0.10241392,0.273923683,0.071826487,0.176371457,0.112205617,0.317775139,0.143817428,0.05413273
0.402521257,0.124696538,0.264875123,0.083290764,0.176251209,0.139400394,0.317580759,0.149132427,0.06461004
0.388419138,0.126124877,0.270633253,0.064156646,0.177333945,0.156531016,0.329249352,0.148194464,0.06123401
0.390006357,0.088558855,0.255278222,0.042654475,0.175890309,0.190578214,0.290353979,0.136548395,0.047264326
0.375492135,0.066561982,0.229229497,0.031701523,0.158325259,0.204496865,0.249513779,0.122791931,0.037834688
0.371798746,0.04527922,0.228955245,0,0.113450429,0.102783711,0.244262903,0.106768825,0.01979051
0.356445128,0.08213113,0.241568324,0.018730218,0.150866224,0.189293288,0.299494411,0.122870108,0.035622883
0.356414575,0.149835834,0.245407068,0.090449119,0.186958619,0.329550321,0.338973195,0.14514616,0.067054731
0.344739162,0.107413291,0.235810194,0.078581271,0.172882609,0.300000062,0.306884473,0.141941564,0.060651996
0.319419382,0.110127118,0.227858425,0.074490687,0.178537,0.300428263,0.310579573,0.141081786,0.064842927
0.331018596,0.100842815,0.217987271,0.068489503,0.166385966,0.316274046,0.308051296,0.137408181,0.055413289
0.366304445,0.08627341,0.213874274,0.063134,0.162175114,0.244539587,0.292104193,0.128419577,0.058090867
0.34878355,0.086416275,0.223471368,0.113296856,0.178657332,0.268522523,0.304550693,0.138346082,0.083934881
0.356750387,0.080988407,0.218535804,0.136332995,0.181183788,0.280513894,0.300077822,0.139284037,0.079161843
0.353987961,0.075275023,0.213874274,0.134583855,0.185274308,0.303426101,0.302605963,0.134438,0.082887104
0.342358287,0.072561096,0.202358015,0.134825963,0.173363757,0.301498992,0.289381517,0.116304499,0.081490096
0.359329678,0.079274438,0.219084091,0.137651626,0.205486061,0.311349078,0.291520781,0.119978104,0.098835915
0.354369512,0.100985581,0.217713018,0.162329483,0.22882575,0.350321243,0.304356332,0.132796613,0.108381898
0.362061551,0.098557385,0.222922862,0.161522174,0.226780526,0.374732358,0.288020198,0.133421914,0.100116474
0.355865162,0.093843743,0.216067913,0.130224221,0.219201159,0.391220518,0.272267611,0.134985123,0.101164169
0.359940103,0.093129617,0.216616419,0.129955011,0.231592869,0.410706664,0.270711757,0.136704695,0.096507568
0.374805417,0.089701463,0.211680855,0.145536807,0.227743014,0.397002188,0.238817571,0.125449458,0.088242156
0.373263936,0.100414219,0.213874274,0.167227373,0.233277169,0.405353345,0.259432079,0.130764449,0.085913903
0.368837904,0.092129774,0.201535448,0.177319142,0.231472537,0.405781546,0.239012009,0.125996581,0.094528547
0.373401241,0.102556785,0.209212964,0.181544087,0.231833449,0.417773089,0.227537873,0.167500397,0.110826589
0.371585054,0.101985438,0.208390397,0.173309209,0.238690992,0.40128478,0.216841665,0.159449756,0.116530861
0.375705825,0.090844186,0.211132322,0.150326947,0.239773812,0.375803086,0.206339973,0.138971383,0.117229417
0.362275241,0.086559141,0.200987135,0.153421823,0.220765127,0.377302016,0.203811754,0.117398754,0.108032666
0.367387991,0.095843443,0.194406246,0.139481745,0.218479251,0.378800924,0.214313524,0.160622196,0.088009374
0.351286548,0.069418674,0.174115652,0.096827103,0.197666018,0.323554646,0.161221263,0.144051905,0.07089643
0.355361489,0.06184834,0.183986806,0.111628364,0.214268484,0.334261285,0.164332892,0.142410518,0.056810297
0.345349589,0.044136612,0.165889631,0.086277887,0.207771852,0.296573852,0.159276533,0.138736913,0.044935979
0.339015894,0.04713617,0,0.103258964,0.217877771,0.322483918,0.159276533,0.144286382,0.04912691
0.32764565,0.046707674,0.053468493,0.102182442,0.214268484,0.300642439,0.143718403,0.146787547,0.036670567
0.336879171,0.065276394,0.078694678,0.129793548,0.230149138,0.340471157,0.184169552,0.1463186,0.041210717
0.330347063,0.055849226,0.049081435,0.114561777,0.243864248,0.310920727,0.16938933,0.129670194,0.002095471
0.328714011,0.065419259,0.101453137,0.121235749,0.249518735,0.300428263,0.172695398,0.145302522,0
0.325386897,0.060420001,0.089388591,0.126564149,0.240375304,0.321199164,0.184947479,0.15030486,0.025262
0.348875118,0.065276394,0.154647624,0.147797271,0.252165523,0.307066315,0.207312338,0.149679551,0.035855666
0.347745742,0.053992276,0.159034682,0.120132453,0.237006693,0.281370446,0.197199541,0.147256564,0.028521592
0.359970658,0.038423128,0.139840907,0.115342148,0.240014392,0.303854452,0.168028011,0.145615114,0.027706691
0.352797475,0.026282019,0.111324291,0.089265013,0.219802651,0.305353382,0.165499793,0.142723173,0.033760206
0.337291275,0.11484076,0.110775977,0.073844841,0.22281035,0.297002225,0.197782933,0.119196503,0.044819623
0.301700167,0.133980941,0.105566161,0.064856366,0.215230972,0.313276187,0.211785306,0.119899989,0.056344627
0.292848197,0.147407524,0.121743731,0.080599625,0.228946082,0.351177796,0.21781403,0.12537128,0.038416795
0.270168816,0.126410508,0.10200167,0.066605674,0.217035615,0.341113512,0.210034995,0.127950622,0.039580927
0.28819329,0.12341095,0.157938082,0.061250335,0.206809449,0.354389809,0.200505609,0.123729894,0.052270146
0.288834271,0.138551717,0.171922013,0.101133024,0.112487941,0.393361974,0.253403335,0.133500099,0.087078035
0.30795757,0.134980798,0.168631775,0.10732261,0.110923973,0.451820115,0.253597851,0.141003609,0.16309663
0.270931918,0.136694768,0.173293085,0.147716621,0.127045195,0.436830906,0.251847482,0.142801287,0.17159493
0.183037739,0.129695796,0.152728238,0.135929424,0.132579362,0.451391935,0.259821111,0.151008283,0.178579772
0.190012506,0.124696538,0.145873289,0.244570665,0.16722811,0.447965725,0.24504083,0.157964669,0.181955802
0.205747675,0.127838961,0.166163884,0.227158914,0.154956647,0.43319067,0.245818757,0.16132562,0.195459828
0.219971915,0.128838804,0.181518915,0.230549775,0.15339268,0.429978657,0.260015471,0.147647333,0.192898792
0.211272529,0.117554701,0.183986806,0.264673387,0.131255963,0.438115638,0.270128365,0.144130082,0.199534403
0.22729768,0.112698194,0.162050887,0.244193865,0.12151104,0.432548143,0.260404522,0.143817428,0.227124563
0.230334812,0.094272239,0.154921877,0.228585295,0.135947962,0.410492489,0.247569049,0.148819773,0.253317808
0.222566481,0.103556642,0.164518778,0.2246023,0.131977871,0.409850112,0.246013195,0.149054242,0.252619357
0.233936634,0.066419116,0.154921877,0.201377927,0.133180938,0.368950837,0.214507962,0.135141486,0.23399306
0.219498796,0.079560069,0.116534134,0.182566733,0.113691009,0.351820151,0.208090187,0.133969045,0.217462154
0.21165408,0.08213113,0.13463109,0.190774834,0.133421506,0.357601672,0.221898103,0.132093182,0.213271316
0.202603696,0.07627488,0.13901834,0.193815834,0.169634234,0.337044947,0.198755317,0.133187445,0.211874308
0.184823372,0.10284253,0.161502573,0.208374819,0.170476389,0.370877968,0.216841665,0.141550732,0.240046576
0.173773664,0.086987637,0.1505346,0.1871417,0.152550524,0.366809381,0.213924551,0.130920749,0.226658905
0.171743786,0.104413734,0.163147679,0.207298299,0.156520711,0.398072745,0.230455065,0.144677214,0.241909253
0.166905743,0.11684046,0.162050887,0.219731345,0.198748754,0.428051377,0.232205357,0.141941564,0.228754365
0.183159861,0.107698922,0.146421603,0.206383404,0.175168389,0.378372572,0.231816384,0.144286382,0.217112923
0.158832152,0.094986466,0.154921877,0.221400001,0.182386856,0.34989287,0.221703587,0.14295765,0.223748545
0.169591877,0.097414662,0.133808524,0.20589902,0.19971123,0.358886576,0.227926847,0.13686105,0.201862656
0.177696022,0.074846542,0.136276415,0.17565065,0.17023581,0.324411199,0.180474511,0.124355195,0.172875488
0.170278689,0.076846242,0.132985957,0.180413854,0.162536111,0.289507449,0.1798911,0.119509157,0.178463334
0.177986004,0.074132315,0.11817924,0.187841423,0.156400379,0.294218391,0.166666673,0.124980449,0.183818386
0.170614408,0.079417303,0.129421466,0.195080591,0.152911436,0.288222695,0.179502146,0.13764265,0.190686883
0.149262817,0.079988564,0.132163391,0.198686789,0.148099092,0.292719462,0.210034995,0.137095527,0.18125735
0.153963554,0.08213113,0.104195089,0.18660344,0.143286761,0.291220533,0.220342249,0.122557454,0.181373695
0.133634495,0.086559141,0.117904987,0.187087988,0.138113518,0.303640276,0.194087911,0.106925125,0.17997678
0.119669682,0.073703819,0.132711705,0.182539959,0.15206928,0.295074944,0.170167257,0.101063002,0.181955802
0.109749351,0.06156271,0.135453629,0.161656698,0.13390275,0.285653038,0.156164903,0.091136497,0.165774208
0.106849618,0.056991948,0.115437315,0.167469484,0.124518739,0.31220563,0.156553857,0.099890562,0.141792779
0.118082463,0.065847755,0.110227472,0.157593052,0.118744016,0.268950724,0.128938103,0.105049262,0.138766062
0.140716108,0.059420144,0.116808387,0.119917116,0.0935996,0.239186268,0.122714863,0.089104279,0.126076844
0.144913172,0.070275651,0.120098626,0.099518242,0.095885475,0.259528989,0.145857649,0.092699707,0.12549483
0.139342486,0.060848483,0.134082777,0.069189061,0.07687679,0.270235628,0.128938103,0.082069723,0.124447053
0.13360394,0.082416861,0.129969752,0.072391521,0.074470666,0.294218391,0.145079722,0.096295134,0.134225911
0.117304085,0.073560954,0.099533778,0.11472324,0.106472542,0.307922868,0.122714863,0.09105832,0.147497144
0.118128202,0.061991206,0.081985109,0.118840596,0.120789228,0.29914351,0.124465155,0.081678892,0.129918543
0.119333963,0.059277279,0.083904495,0.136144597,0.125240563,0.272591088,0.132049733,0.083476633,0.121187461
0.12321049,0.058991648,0.090759444,0.13603701,0.123676596,0.281156271,0.156553857,0.080428337,0.118626332
0.142043899,0.015712028,0.087468986,0.079415519,0.088787256,0.243683035,0.108129098,0.064405177,0.073923229
0.145630442,0.030567064,0.092130516,0.099060794,0.100818055,0.220342648,0.121353525,0.049554512,0.076484369
0.149781768,0.032852495,0.134082777,0.100890749,0.102622698,0.218629543,0.110268343,0.047600471,0.07473813
0.147996041,0.06599062,0.108856619,0.084232597,0.088306012,0.187152003,0.10482303,0.052055677,0.067054731
0.107521153,0.065276394,0.091307949,0.074248415,0.071222303,0.169807291,0.093932287,0.050023458,0.050640344
0.111657107,0.094272239,0.068000958,0.102801516,0.09167472,0.153533158,0.113963462,0.064639646,0.076135044
0.111535077,0.080988407,0.041403947,0.087865567,0.060514904,0.201927208,0.102294811,0.052446454,0.066356279
0.10984092,0.052135442,0.02659723,0.078285122,0.047281038,0.185653074,0.095877114,0.046506153,0.068917408
0.108162131,0.060848483,0.08116257,0.10802233,0.068094271,0.066381118,0.090431703,0.04541189,0.090570503
0.118174032,0.030424299,0.07540444,0.061196459,0.024903753,0.073661654,0.045118633,0.044708467,0.073341122
0.080629429,0.030567064,0.083081928,0.038052734,0.029716084,0,0.033644498,0.002501165,0.042491288
0.065519964,0.022568235,0.059500903,0.039963337,0.028513028,0.02248392,0.018864217,0,0.039115258
0.079408392,0.02885308,0.072388235,0.042681414,0.017564954,0.022698096,0.044340706,0.009457551,0.04575088
0.059567729,0.016854736,0.072936549,0.026507645,0,0.036188418,0,0.006409247,0.05413273
0.038170353,0,0.102824236,0.038967629,0.002526456,0.059314779,0.010307254,0.004142551,0.054365605
0.033194956,0.039708602,0.105566161,0.04120132,0.054499505,0.083940005,0.052703211,0.016179452,0.042840519
0.012835389,0.089415833,0.089662624,0.106972749,0.131737207,0.253961494,0.170361714,0.033531352,0.072875452
0,0.078131715,0.085549627,0.157942914,0.158205011,0.314989292,0.189225989,0.022432383,0.069965092
0.009203014,0.069990035,0.101727417,0.259398861,0.181304132,0.389721588,0.176196001,0.035329031,0.048195653
0.030615667,0.090272825,0.119276059,0.225355897,0.187078855,0.403854437,0.216452692,0.050492412,0.07089643
