NVDA,MSFT,IBM,HPE,GOOG,FLEX,TSLA,SNE,ORCL
0.411900283,0.571547278,0.636193567,0.93791936,0.696412691,0.629290618,0.693448762,0.527379657,0.559576813
0.411847889,0.577636428,0.643525876,0.940892798,0.667886689,0.648741419,0.726059817,0.532157349,0.572939954
0.413943018,0.580681017,0.639469558,0.943866237,0.657471997,0.646453089,0.742385893,0.529952204,0.568485499
0.409909931,0.554386939,0.662090416,0.933954477,0.639683613,0.64416476,0.706087132,0.524072013,0.563474363
0.426461345,0.549128096,0.662558653,0.933954477,0.554347557,0.708237986,0.683545376,0.494671095,0.552895354
0.414204924,0.536949988,0.65850235,0.931972227,0.547565835,0.71395881,0.689926713,0.489525965,0.548440955
0.421223549,0.539440882,0.663650572,0.923051528,0.549099805,0.735697941,0.704926903,0.492098549,0.550111445
0.412738309,0.528646556,0.669266812,0.915122017,0.523426405,0.717391304,0.681059129,0.498346178,0.556792904
0.416509528,0.497370689,0.663494659,0.885386609,0.470760806,0.702517162,0.670989958,0.493201011,0.533964395
0.407133868,0.472460585,0.693447827,0.904218941,0.466616512,0.702517162,0.658185931,0.46196257,0.539532268
0.400481882,0.45972881,0.68393143,0.887368987,0.457358991,0.705949657,0.670658392,0.430356434,0.52060131
0.398282019,0.469415996,0.814352665,0.884395292,0.453618269,0.701372998,0.648821119,0.419698625,0.538975531
0.390006291,0.471907112,0.830733367,0.882413043,0.454560102,0.705949657,0.653752135,0.425578816,0.52616935
0.387963555,0.457237695,0.806240278,0.870518777,0.41793375,0.697940503,0.664360008,0.406468195,0.5100223
0.387649298,0.464987654,0.823869061,0.87646591,0.419979039,0.703661327,0.634691073,0.412348386,0.520044572
0.368059915,0.471907112,0.82262098,0.889351236,0.417368552,0.725400458,0.683876814,0.425946328,0.519487668
0.377592704,0.473290893,0.832293289,0.901245502,0.421082334,0.731121167,0.699125743,0.428886423,0.5100223
0.381835345,0.477442595,0.846957907,0.899263124,0.420920873,0.745995423,0.658310238,0.434399176,0.52616935
0.380002085,0.47882657,0.851794069,0.873492471,0.429559487,0.757437185,0.642398428,0.43917672,0.520044572
0.393410868,0.4741212,0.858502463,0.861598206,0.439059119,0.752860412,0.627066675,0.45938984,0.537305264
0.395663121,0.47882657,0.884087471,0.861598206,0.447563207,0.786041304,0.663116946,0.472987891,0.542873081
0.391839514,0.47384456,0.883775396,0.828889103,0.458273887,0.78375286,0.641652466,0.468945223,0.543986723
0.395767861,0.482424632,0.878159156,0.847269663,0.43408058,0.797482723,0.557866775,0.495038571,0.543986723
0.4355751,0.478272902,0.873791012,0.841329046,0.439301394,0.796338787,0.556292272,0.485850772,0.547884218
0.438455903,0.471630278,0.875039078,0.84504198,0.439059119,0.770022769,0.554054638,0.473722952,0.538975531
0.440917678,0.466648268,0.883931324,0.796032306,0.410829105,0.776887986,0.554344727,0.448364519,0.548440955
0.430127787,0.461389397,0.872387003,0.774497906,0.407034672,0.776887986,0.524385704,0.449467165,0.556792904
0.431961047,0.458068196,0.873323009,0.778210711,0.393363644,0.778031922,0.495131169,0.43917672,0.54621395
0.434894202,0.455023634,0.888767705,0.780438395,0.401840794,0.779176087,0.460406912,0.423373781,0.562917682
0.430808726,0.459451977,0.888143555,0.758161433,0.434161392,0.775743822,0.461359947,0.430723983,0.554008995
0.428818338,0.436756155,0.874103087,0.739597149,0.436502669,0.748283867,0.443417702,0.42263872,0.556792904
0.433951398,0.456684221,0.902496098,0.791576939,0.484781696,0.78718524,0.489993014,0.436236698,0.578507827
0.42263778,0.455023634,0.90171602,0.784151328,0.494792653,0.797482723,0.488252604,0.434766614,0.602449922
0.441179541,0.448657622,0.926521185,0.768557289,0.485804342,0.804347941,0.490531592,0.427416339,0.606347473
0.423475807,0.451702212,0.904212183,0.772270222,0.481552298,0.806636041,0.464343418,0.420066173,0.457126919
0.411638377,0.44229186,0.902808173,0.738112027,0.477300254,0.796338787,0.473749642,0.411613326,0.442650414
0.405038781,0.450595071,0.914352729,0.744795205,0.477084917,0.778031922,0.42472962,0.427783887,0.430957819
0.401005657,0.456684221,0.935725506,0.74850801,0.470922269,0.781464531,0.414453251,0.420801124,0.436525637
0.401372297,0.451148738,0.92558496,0.75593375,0.458623748,0.763157895,0.4194671,0.388092599,0.423162551
0.387073141,0.458344836,0.960998439,0.767072167,0.449716086,0.750571968,0.4276302,0.385152503,0.432628142
0.384035208,0.442015026,0.975507145,0.781923645,0.440404688,0.763157895,0.434757374,0.389195135,0.432071182
0.384139949,0.438416769,0.976911138,0.800487801,0.429290437,0.736842105,0.445613923,0.401323028,0.430400915
0.385082752,0.437863296,0.970358907,0.799002679,0.432788885,0.764302059,0.447105657,0.415288445,0.437082374
0.37947831,0.431220672,0.977847145,0.791576939,0.436960117,0.764302059,0.442588974,0.409775803,0.448218232
0.383459046,0.456961055,1,0.808656101,0.449366224,0.786041304,0.440682904,0.414185983,0.449888555
0.386444589,0.430390281,0.966770826,0.781923645,0.416991916,0.76201373,0.440558597,0.393237729,0.431514501
0.406295841,0.437309822,0.960218361,0.744052516,0.433327145,0.78718524,0.424978234,0.386255039,0.437639278
0.399434339,0.448104176,0.990639766,0.792319628,0.431604779,0.789473684,0.469605938,0.39213523,0.463808378
0.414781086,0.448104176,0.995319766,0.918556171,0.438843946,0.78718524,0.465420818,0.4035281,0.452115782
0.399329562,0.440907885,0.987519454,0.927467032,0.437309978,0.792906178,0.538018526,0.406100647,0.427060046
0.394248895,0.44450592,0.973634914,0.918556171,0.439731903,0.796338787,0.554096117,0.403160588,0.413697128
0.44804108,0.448104176,0.980031217,0.899249454,0.430070808,0.756293021,0.53271459,0.407203219,0.402004532
0.449664786,0.445336227,0.991887613,0.894051526,0.419548366,0.759725286,0.519123246,0.405733135,0.37583521
0.429551666,0.445613061,0.995787769,0.897764459,0.405608288,0.766590503,0.563916674,0.415655994,0.365812938
0.429656406,0.446720202,0.971606989,0.879942609,0.409564348,0.736842105,0.568971996,0.417861028,0.348552247
0.438822549,0.450871904,0.959594446,0.878457614,0.406308011,0.719679748,0.567397368,0.419698625,0.347995565
0.437670228,0.430943838,0.948985896,0.868804192,0.391318352,0.705949657,0.520283479,0.423006232,0.331291834
0.4355751,0.432604452,0.926053197,0.875487242,0.380257814,0.671624714,0.520159172,0.424108731,0.300111375
0.463021182,0.412676469,0.909828407,0.842071735,0.377082289,0.631578947,0.490655899,0.425211304,0.288418724
0.477477467,0.415167474,0.945553977,0.846527102,0.373287693,0.64187643,0.471594961,0.435501675,0.291202689
0.489157773,0.420979791,0.904992261,0.835388557,0.358136735,0.651029748,0.472796544,0.429253972,0.292872956
0.491881406,0.422086932,0.904368329,0.832418313,0.358540306,0.654462243,0.446111147,0.418963601,0.311247233
0.482348622,0.407971182,0.885023477,0.772270222,0.350574641,0.64416476,0.447022766,0.429253972,0.286191553
0.467001875,0.419319204,0.880499156,0.764844483,0.342945205,0.647597254,0.437450819,0.366776907,0.278396452
0.47229206,0.448934484,0.884087471,0.771527661,0.345891923,0.66819222,0.448597332,0.367879443,0.293429916
0.464749623,0.462219705,0.904056254,0.73217141,0.360773996,0.703661327,0.443210567,0.337375989,0.300111375
0.439765352,0.48021035,0.927457191,0.761874239,0.417260966,0.705949657,0.452823926,0.377067241,0.300111375
0.444165085,0.438416769,0.948674055,0.767072167,0.441050698,0.624713959,0.451000688,0.399117993,0.294543502
0.453331228,0.422086932,0.942901653,0.793804623,0.450523395,0.606407323,0.459122372,0.3869901,0.295657143
0.442227127,0.417658479,0.905616176,0.787121573,0.418767995,0.582379863,0.459702491,0.375964705,0.292872956
0.432484821,0.402158865,0.829641214,0.763359361,0.406496412,0.546910755,0.436124805,0.373759633,0.269487766
0.43007544,0.396069825,0.822152977,0.786379012,0.368040105,0.54576659,0.418762678,0.376332217,0.280066775
0.418342746,0.383891496,0.763806564,0.778210711,0.36038373,0.542334096,0.414743282,0.372657098,0.243318443
0.412685957,0.38942709,0.763650636,0.784896572,0.370865765,0.564073227,0.392367307,0.384049931,0.242204858
0.418709433,0.390257398,0.780655254,0.772270222,0.366936644,0.543478261,0.380847815,0.389562683,0.237193666
0.407133868,0.394962684,0.772074864,0.790834506,0.37573672,0.553775744,0.389839644,0.395442837,0.246102352
0.397496344,0.39247168,0.78159126,0.776725589,0.371646136,0.526315789,0.356027006,0.389930195,0.242761762
0.409648025,0.408524767,0.778471182,0.77746815,0.375817368,0.533180778,0.356607124,0.374127182,0.237750626
0.409700414,0.392748403,0.743681852,0.791576939,0.36742103,0.54805492,0.357187239,0.340683596,0.212694889
0.418709433,0.393301959,0.776911026,0.7626168,0.372426671,0.514874142,0.363029877,0.314590213,0.233296171
0.42557093,0.398837553,0.806240278,0.802715484,0.371081102,0.526315789,0.353623653,0.319735343,0.201002294
0.429813534,0.383891496,0.793291728,0.83687368,0.338437583,0.518306636,0.344258904,0.310915057,0.211581248
0.407919542,0.383891496,0.802028047,0.828705507,0.319276689,0.54576659,0.345253414,0.305769926,0.217149344
0.40079614,0.391641372,0.769734864,0.810141223,0.3172314,0.522883295,0.303816378,0.295112117,0.206570112
0.414676304,0.379463043,0.751014161,0.805685857,0.278694277,0.519450801,0.290142143,0.285556807,0.201002294
0.402210366,0.400498278,0.760530558,0.82053989,0.308215987,0.522883295,0.294244372,0.289966913,0.214365212
0.426985119,0.402989283,0.75413424,0.817569773,0.314297986,0.517162471,0.315211562,0.294744605,0.213808475
0.451550393,0.411015771,0.768954786,0.850242719,0.331790385,0.549199085,0.31434136,0.298419651,0.221603576
0.440131998,0.409908741,0.762246642,0.856183463,0.327376878,0.550343249,0.288691822,0.301359746,0.219376349
0.482401011,0.418488786,0.76770672,0.851727969,0.331010014,0.54805492,0.268429116,0.297317152,0.229398621
0.442908024,0.418212063,0.771918951,0.861381263,0.339890739,0.556064073,0.265321338,0.302462319,0.22216048
0.42892312,0.418212063,0.776131182,0.857668458,0.344896216,0.54576659,0.269837958,0.311650117,0.231625848
0.422218746,0.420426234,0.761778405,0.849500285,0.338921966,0.537757437,0.244727127,0.315325236,0.22605803
0.41876178,0.383891496,0.762558483,0.831678563,0.329772032,0.537757437,0.243732675,0.300624796,0.237193666
0.400219977,0.391641372,0.782683413,0.849500285,0.348744524,0.559496568,0.223387078,0.316060297,0.335189384
0.393829903,0.3944091,0.790327579,0.863609075,0.34664552,0.537757437,0.227986589,0.314590213,0.33630297
0.384925623,0.40271245,0.78689541,0.864351636,0.344035032,0.566361556,0.225748956,0.342521119,0.329621288
0.373088194,0.380293351,0.743369778,0.862123952,0.325654676,0.566361556,0.202046967,0.325615607,0.315701465
0.345432637,0.374757867,0.759282477,0.907420692,0.325708386,0.564073227,0.201011041,0.335905905,0.31625837
0.337156909,0.348187066,0.741185706,0.917074115,0.291073449,0.573226545,0.201466849,0.327085618,0.306792779
0.348837215,0.358151113,0.732293225,0.920044487,0.276998847,0.558352403,0.205030438,0.306872499,0.305122511
0.357531972,0.318848648,0.663026656,0.866579319,0.24448985,0.550343249,0.174781451,0.290334425,0.25779517
0.365860051,0.326321662,0.655070182,0.885143603,0.253666726,0.540045767,0.178717957,0.289599365,0.229955525
0.357060549,0.299474138,0.657878419,0.858411147,0.221319189,0.520594966,0.156632009,0.286659269,0.203786203
0.349151467,0.298090274,0.654758341,0.822767701,0.214376007,0.479405034,0.158330944,0.29253946,0.214922117
0.331185827,0.327428692,0.692199746,0.854698213,0.241610313,0.504576659,0.189491549,0.323778011,0.297884148
0.326943222,0.350401348,0.712636532,0.850242719,0.276057015,0.538901602,0.190196033,0.339213512,0.317928693
0.350827561,0.337116016,0.728081228,0.82053989,0.269059956,0.528604119,0.217337242,0.342153607,0.30400887
0.356327263,0.334901735,0.706552289,0.811629156,0.251406097,0.537757437,0.219533401,0.339581024,0.302338547
0.360831772,0.331303699,0.688455518,0.836134057,0.249549203,0.534324943,0.204989022,0.360161655,0.292872956
0.361093678,0.351231655,0.69921998,0.785639261,0.269140771,0.513729977,0.196825921,0.364571835,0.292316275
0.360098481,0.344035474,0.700780136,0.804203545,0.271643508,0.488558352,0.169270317,0.349136334,0.281180361
0.358422392,0.329919697,0.663650572,0.818312207,0.248338159,0.480549199,0.171342169,0.327820642,0.279510094
0.354913074,0.337946296,0.654446266,0.839846863,0.277106433,0.480549199,0.18642525,0.346931299,0.301224961
0.356903426,0.310545326,0.646489792,0.834648807,0.258941249,0.488558352,0.166825487,0.334803406,0.270601407
0.351822753,0.288956534,0.636817483,0.825737946,0.242821358,0.471395881,0.16616254,0.343623692,0.241091216
0.347842018,0.26819816,0.629641336,0.821282579,0.18251302,0.467963387,0.156549118,0.357589109,0.24832958
0.319348434,0.293108237,0.677379199,0.818312207,0.23079205,0.470251716,0.186010855,0.361999288,0.256681584
0.305992039,0.284251358,0.660998497,0.800490612,0.253774312,0.464530892,0.1727096,0.35207643,0.263919948
