AAPL,TXN,QCOM,INTC,HON,GOOG,AVGO,DUK,CMS
0.740512158,0.607685902,0.449318258,0.431673752,0.673473157,0.710218244,0.695676542,0.510360035,0.510822728
0.732479539,0.607891451,0.429782576,0.440678095,0.656945541,0.715950382,0.674710068,0.554525639,0.56103901
0.740977908,0.611385039,0.441209079,0.455508552,0.662878518,0.696654966,0.68320827,0.55779745,0.557575719
0.729569179,0.604603411,0.440471888,0.457097429,0.658428621,0.708845736,0.664288828,0.536532069,0.530736063
0.682421477,0.614262145,0.424990943,0.463983128,0.655674227,0.696412691,0.673593462,0.50654324,0.517748963
0.654132679,0.603575812,0.380759423,0.46345352,0.658216835,0.667886689,0.67700518,0.525627105,0.547186195
0.660302632,0.604397863,0.392185779,0.428495891,0.652071774,0.657471997,0.651386483,0.508178955,0.532467752
0.665541246,0.602137259,0.397346266,0.420021368,0.657157307,0.639683613,0.648222851,0.53162498,0.554112775
0.654714786,0.635429552,0.377810584,0.487817875,0.630458943,0.554347557,0.662365883,0.553435344,0.561904984
0.620605267,0.641800247,0.371544531,0.461334823,0.635120606,0.547565835,0.653619508,0.537077434,0.550649485
0.622235057,0.667488697,0.370070111,0.458156804,0.61816912,0.549099805,0.663048229,0.54198496,0.563636239
0.620954498,0.641183744,0.36306683,0.451800924,0.628551654,0.523426405,0.650890223,0.53598714,0.560173295
0.630849794,0.615084196,0.351640326,0.429025499,0.571128901,0.470760806,0.628683156,0.51581249,0.535930696
0.620488911,0.634607501,0.357537857,0.421610245,0.500992283,0.466616512,0.632094874,0.505997875,0.503896148
0.604540193,0.606041965,0.355694916,0.407309397,0.479167348,0.457358991,0.603684712,0.523446025,0.531601691
0.606519215,0.610974106,0.357906379,0.399894142,0.486371787,0.453618269,0.600397081,0.551254264,0.579220743
0.586030171,0.592683929,0.366015521,0.384533972,0.493787992,0.454560102,0.605173392,0.555071004,0.56709953
0.592083768,0.574599157,0.362329638,0.372351768,0.474081963,0.41793375,0.589355588,0.536532069,0.537662298
0.599417935,0.587751788,0.384445306,0.39247894,0.487855037,0.419979039,0.576204976,0.546892104,0.56709953
0.590337622,0.606864016,0.456690025,0.398305265,0.517308112,0.417368552,0.62800081,0.514722141,0.545454506
0.599068703,0.621660419,0.499815794,0.401483072,0.515612928,0.421082334,0.630916269,0.526172525,0.54025996
0.597089681,0.629880764,0.49244388,0.413665276,0.511586922,0.420920873,0.632342954,0.518538935,0.515151646
0.615017421,0.621043917,0.500184353,0.413665276,0.502263746,0.429559487,0.627690637,0.536532069,0.528138401
0.616996443,0.620632984,0.497972853,0.423728942,0.496754491,0.439059119,0.625395525,0.55179963,0.541991216
0.620721798,0.631319297,0.505713325,0.426906802,0.509679951,0.447563207,0.636747191,0.52453681,0.511688356
0.624912717,0.626387176,0.499078603,0.420550923,0.512858385,0.458273887,0.635754672,0.51799357,0.504762122
0.633643799,0.630497267,0.530040641,0.415783973,0.524300617,0.43408058,0.636747191,0.504907526,0.496969913
0.621187374,0.640361693,0.524880338,0.39883482,0.535742848,0.439301394,0.643446441,0.50654324,0.487446016
0.620721798,0.629058714,0.530777869,0.389300921,0.533412006,0.439059119,0.651324396,0.527262819,0.503896148
0.623864859,0.631524866,0.531515061,0.390889798,0.532988136,0.410829105,0.649091277,0.555071004,0.53333338
0.626076756,0.629880764,0.504976134,0.379766969,0.51646052,0.407034672,0.637305445,0.547437469,0.528138401
0.622351588,0.631113748,0.514559548,0.367584818,0.522181562,0.393363644,0.636809185,0.558342434,0.543722904
0.5883586,0.63275785,0.510505106,0.37341109,0.53807352,0.401840794,0.623720666,0.541439595,0.528138401
0.585564584,0.633168948,0.518982807,0.378707647,0.537649798,0.434161392,0.627194378,0.545801755,0.535930696
0.588824176,0.613851192,0.510136437,0.361228939,0.541040168,0.436502669,0.61851009,0.541439595,0.520346192
0.594644897,0.651664509,0.547364675,0.381885666,0.558839077,0.484781696,0.650890223,0.459651136,0.454545494
0.576251395,0.664200493,0.537781114,0.37341109,0.572824085,0.494792653,0.650517963,0.49563784,0.494372251
0.595110659,0.654130662,0.567268732,0.366525443,0.555872599,0.485804342,0.657837658,0.483642581,0.46666662
0.577997716,0.656391266,0.573534933,0.364406746,0.568798059,0.481552298,0.679982638,0.50436216,0.519480564
0.586146691,0.641389129,0.562477099,0.36864414,0.542099526,0.477300254,0.670181838,0.442748352,0.452813892
0.583469217,0.639950596,0.571323322,0.367584818,0.563712674,0.477084917,0.68320827,0.442748352,0.449350602
0.566356274,0.625770674,0.577958044,0.407309397,0.570281308,0.470922269,0.682588017,0.430207237,0.445021597
0.568800883,0.601109659,0.553262206,0.402542447,0.552270443,0.458623748,0.65566654,0.398037328,0.408658131
0.56810242,0.605425298,0.545890256,0.391949173,0.560746027,0.449716086,0.640903249,0.412759087,0.404328866
0.562747287,0.600904275,0.507556304,0.401483072,0.553753692,0.440404688,0.638546044,0.487459321,0.470995625
0.56647263,0.584258056,0.497235661,0.389300921,0.549939622,0.429290437,0.630420009,0.497273991,0.46320333
0.572526226,0.575010275,0.496866992,0.406779841,0.552694165,0.432788885,0.632777214,0.499455071,0.458874412
0.570430674,0.579531463,0.494286822,0.407309397,0.555236942,0.436960117,0.626387945,0.523991445,0.477922119
0.575552943,0.580970016,0.517876909,0.408368719,0.574731035,0.449366224,0.61305134,0.500545365,0.444155969
0.566007054,0.549527374,0.498341412,0.42266962,0.51646052,0.416991916,0.586936296,0.534351425,0.477922119
0.575669288,0.561241286,0.507556304,0.439088953,0.524724317,0.433327145,0.601513594,0.496728625,0.458874412
0.543073389,0.562268742,0.52561753,0.440148328,0.527690816,0.431604779,0.583462578,0.50218108,0.491774934
0.542374763,0.560213687,0.52266869,0.421610245,0.523241089,0.438843946,0.584765271,0.444929432,0.449350602
0.539231701,0.562063337,0.521194271,0.415783973,0.527902752,0.437309978,0.606972343,0.388222713,0.412121075
0.537718256,0.558980703,0.508293495,0.43961872,0.520910247,0.439731903,0.598225962,0.345692333,0.393073714
0.544470315,0.545828216,0.497604183,0.437500076,0.517731834,0.430070808,0.583710758,0.305888889,0.365368084
0.539697278,0.541923531,0.513085276,0.433792449,0.50925625,0.419548366,0.5698778,0.335332789,0.354112585
0.528288711,0.530004048,0.498710081,0.414724598,0.511798858,0.405608288,0.556293108,0.21973827,0.326406955
0.523981435,0.529387546,0.461481842,0.408368719,0.497814019,0.409564348,0.552199051,0.288440685,0.327272669
0.525843938,0.526921414,0.441209079,0.401483072,0.497814019,0.406308011,0.560759345,0.323882404,0.357575875
0.520139736,0.519523284,0.40692968,0.377118717,0.46030889,0.391318352,0.55337765,0.291712059,0.34025977
0.499999913,0.52240037,0.365647,0.383474597,0.435093776,0.380257814,0.552261044,0.272628195,0.323809725
0.486379448,0.535758241,0.366015521,0.432203519,0.415387726,0.377082289,0.561875852,0.321155959,0.33766254
0.489871916,0.540484977,0.380022195,0.430614377,0.415175791,0.373287693,0.555796855,0.272628195,0.303895957
0.48544811,0.541307028,0.365647,0.426377194,0.407123759,0.358136735,0.559828826,0.26281358,0.298701411
0.479511044,0.547061221,0.36933292,0.43961872,0.403945494,0.358540306,0.557347627,0.26717574,0.313419854
0.465075586,0.534525236,0.357537857,0.448093297,0.378518276,0.350574641,0.544259102,0.274809275,0.325540981
0.450989545,0.542334484,0.37559912,0.43961872,0.378730211,0.342945205,0.542025984,0.25136325,0.270129807
0.444586717,0.527332511,0.385919726,0.455508552,0.38551078,0.345891923,0.516035027,0.315703504,0.311688166
0.447147846,0.575832326,0.392554485,0.487288108,0.402250331,0.360773996,0.539110526,0.238277206,0.263203573
0.36100115,0.578503864,0.41577605,0.516949233,0.387629665,0.417260966,0.554556256,0.228462536,0.240692575
0.364260742,0.60378136,0.408772622,0.494703522,0.378094554,0.441050698,0.545003442,0.238277206,0.256276992
0.367986003,0.589806843,0.513822504,0.507415281,0.376187434,0.450523395,0.534520208,0.236096126,0.243290151
0.367869647,0.558980703,0.443789249,0.497881382,0.377882619,0.418767995,0.50517962,0.24154858,0.257142966
0.367171102,0.531237197,0.439366138,0.452860246,0.366228621,0.406496412,0.463308766,0.23336968,0.284848596
0.344935994,0.51109739,0.734242691,0.461864431,0.374916141,0.368040105,0.463805026,0.249727535,0.288311886
0.346216564,0.493218167,0.791743656,0.442267026,0.376823261,0.36038373,0.429563947,0.238277206,0.270995781
0.345285226,0.503493547,0.817176574,0.452330479,0.380001525,0.370865765,0.426214316,0.258996785,0.276190414
0.342724097,0.505754151,0.782528763,0.454449177,0.36241453,0.366936644,0.389554038,0.256815705,0.277056388
0.345168788,0.51623508,0.88168082,0.453919621,0.38021346,0.37573672,0.397866153,0.243184295,0.25454539
0.345285226,0.513152425,0.853667769,0.449682227,0.370890114,0.371646136,0.388003266,0.261177865,0.251082446
0.334109453,0.520345171,0.852930393,0.462394198,0.378942146,0.375817368,0.391476977,0.23718642,0.255411364
0.336554144,0.508014735,0.835606359,0.440678095,0.375551777,0.36742103,0.398610586,0.204471146,0.217315863
0.342374865,0.502671496,0.836343734,0.444385723,0.369195099,0.372426671,0.376279427,0.212104681,0.223376816
0.334924354,0.498766975,0.831920475,0.437500076,0.389960507,0.371081102,0.373922222,0.25845142,0.27272747
0.333527346,0.473489457,0.832657814,0.430614377,0.352455548,0.338437583,0.359593104,0.272628195,0.258874654
0.320954658,0.485203391,0.829708975,0.433792449,0.346946293,0.319276689,0.376899773,0.26717574,0.238960886
0.305820748,0.487053042,0.827128842,0.443855903,0.340165724,0.3172314,0.384777628,0.271537845,0.219047551
0.29895225,0.474517057,0.819756744,0.426377194,0.33317322,0.278694277,0.375038827,0.265540025,0.22683976
0.300465696,0.498766975,0.850718929,0.447033975,0.336351654,0.308215987,0.394268349,0.287349954,0.239826861
0.296623997,0.496711919,0.840029617,0.445445045,0.331054335,0.314297986,0.396253381,0.23336968,0.19913413
0.307217744,0.513563543,0.895318971,0.468750078,0.35817659,0.331790385,0.409403906,0.257906436,0.232900366
0.307566976,0.503493547,0.880943776,0.46345352,0.357328997,0.327376878,0.407108788,0.265540025,0.233766341
0.313387697,0.49979441,0.877257856,0.461334823,0.355845748,0.331010014,0.398796673,0.273718544,0.224242444
0.304772972,0.499177908,0.892001757,0.463983128,0.361778725,0.339890739,0.409279813,0.231733965,0.221645127
0.302095486,0.496506371,0.882786865,0.476165279,0.372585299,0.344896216,0.40791522,0.25081783,0.234631968
0.311059362,0.486847493,0.88684116,0.459216126,0.363685844,0.338921966,0.397928246,0.238822135,0.250216385
0.309778792,0.472872955,0.866199875,0.428495891,0.344403516,0.329772032,0.385273888,0.209378235,0.216450235
0.306169968,0.48438134,0.924069398,0.453919621,0.343555924,0.348744524,0.395136782,0.178844041,0.164502352
0.298370225,0.464858179,0.906745364,0.44120765,0.347158229,0.34664552,0.380311398,0.151581222,0.157575771
0.296623997,0.47924365,0.972355323,0.454449177,0.380637161,0.344035032,0.391601064,0.24918217,0.219047551
0.289289911,0.449034155,0.940287682,0.410487416,0.366228621,0.325654676,0.383661122,0.203380797,0.235497942
0.289289911,0.45437725,0.942130513,0.399364375,0.341225252,0.325708386,0.389429945,0.167393712,0.183549713
0.267287597,0.457254336,0.943236522,0.396186568,0.328935449,0.291073449,0.337448124,0.107960929,0.139394038
0.274854465,0.458692889,0.935495754,0.385593294,0.347158229,0.276998847,0.324049426,0.104689118,0.135930748
0.253550695,0.441635882,0.902690774,0.344279785,0.274267069,0.24448985,0.300539667,0.060523514,0.079653513
0.240861477,0.423962207,0.862513991,0.326800865,0.270241042,0.253666726,0.309037962,0.046892104,0.079653513
0.228288696,0.428277846,0.843346831,0.314618714,0.261129653,0.221319189,0.297190036,0.036532069,0.081385202
0.218509931,0.421907172,0.78142305,0.293432166,0.286980593,0.214376007,0.288319568,0,0.059740178
0.227706682,0.494245767,0.927755281,0.343220463,0.292701783,0.241610313,0.336083432,0.055615988,0.105627801
0.222933644,0.503904665,0.877626267,0.375529787,0.279988089,0.276057015,0.366850706,0.197382977,0.245887467
0.234924318,0.506576202,0.889789962,0.386122849,0.290794663,0.269059956,0.361888216,0.181570487,0.218181837
0.245867297,0.504521147,0.93365296,0.382415274,0.297575232,0.251406097,0.374914741,0.087240913,0.138527977
0.247147867,0.496917324,0.927755281,0.369703515,0.290370963,0.249549203,0.376961773,0.043075309,0.062337754
0.249708996,0.503904665,0.934390041,0.384533972,0.262612902,0.269140771,0.3765896,0.061613808,0.132467457
0.243189812,0.489108076,0.889789962,0.358050919,0.256044268,0.271643508,0.34904787,0.091603073,0.102164511
0.249825434,0.466913214,0.897530472,0.356461989,0.253501491,0.248338159,0.321630227,0.046346684,0.062337754
0.249010533,0.456226901,0.873940347,0.360169564,0.274902705,0.277106433,0.314682699,0.061068879,0.066666672
0.229569266,0.438142129,0.860302491,0.350635665,0.257315582,0.258941249,0.319583195,0.066521334,0.079653513
0.228288696,0.434648541,0.877626267,0.354343292,0.275326596,0.242821358,0.311022901,0.173391532,0.085714466
0.228754365,0.413892232,0.84666434,0.331567867,0.273631412,0.18251302,0.294460664,0.092148439,0.042424419
0.195227046,0.410398623,0.88168082,0.338453514,0.278081139,0.23079205,0.317784243,0.135768732,0.064935071
0.178929003,0.395807604,0.860670902,0.332627189,0.276809824,0.253774312,0.320265535,0.131407008,0.042424419
