AVGO,SYK,SWKS,SUI,SAP,QCOM,MHK,KB,ELS,ATVI,ANTM,AAPL
0.785497246,0.703988632,0.780919327,0.760832961,0.86440678,0.336527903,0.779687667,0.864603449,0.829454324,0.940588806,0.633162933,0.71653081
0.770857955,0.700533843,0.765211573,0.798118851,0.849943503,0.334316292,0.84977571,0.835912315,0.866844787,0.946109284,0.639336358,0.733992973
0.750325741,0.732569156,0.788029115,0.808531918,0.856045311,0.33247335,0.865470767,0.81818185,0.893552037,0.969505681,0.639239947,0.765192132
0.739408248,0.737751097,0.861111087,0.838092044,0.865762825,0.344268376,0.852599127,0.828497743,0.896985994,0.951366828,0.619465634,0.79615824
0.762545834,0.76114943,0.853835922,0.84884112,0.85966104,0.342425434,0.85168565,0.800773694,0.90576108,0.948475109,0.653805347,0.795459777
0.769617356,0.750942238,0.887896849,0.852200139,0.852429401,0.340213823,0.854426075,0.770148259,0.908431816,0.969505681,0.669142436,0.809546004
0.785311166,0.760521383,0.847056888,0.852200139,0.840225989,0.314043566,0.846869166,0.754352063,0.894315257,0.973974608,0.670685833,0.790919626
0.827802273,0.737594156,0.842427276,0.799798495,0.853785446,0.296719495,0.868543304,0.748226918,0.860740094,0.980020979,0.69933444,0.806868344
0.828174533,0.745445914,0.843584683,0.80349349,0.856949266,0.292665089,0.896113531,0.756608672,0.85196497,0.998159622,0.694704402,0.820954571
0.832702763,0.747958523,0.848875671,0.880752339,0.862598983,0.280501358,0.882660659,0.765635074,0.93742846,1,0.759428933,0.828405082
0.810371604,0.729271308,0.806712926,0.832381396,0.819887141,0.246221922,0.881415068,0.713410735,0.834414454,0.967665513,0.739172436,0.794994201
0.80596746,0.724874339,0.836309502,0.901578774,0.813333446,0.273498077,0.83665495,0.728239845,0.993895612,0.991324869,0.727500718,0.825611078
0.811550203,0.707600378,0.832010527,0.909976489,0.769491593,0.276078247,0.861816873,0.701160542,0.990461655,0.943217565,0.737243122,0.83317812
0.815272094,0.715295195,0.844576697,0.918038196,0.739887119,0.260597154,0.855173434,0.687943262,0.982449484,0.970820165,0.771293465,0.835157142
0.792754855,0.707129288,0.822089926,0.905945485,0.752994328,0.335053483,0.855505671,0.849452031,0.970240403,0.972660333,0.773704963,0.858090795
0.807890406,0.711526257,0.81861772,0.890157746,0.744180791,0.343162625,0.841554435,0.834622792,0.94582228,0.984226973,0.760297034,0.857508688
0.825445161,0.679491194,0.795138902,0.87705731,0.734689311,0.337633653,0.822703839,0.859445487,0.933613199,0.987381599,0.716504297,0.84994182
0.823398129,0.680747507,0.755125595,0.845482068,0.740339028,0.326207261,0.803770118,0.863636364,0.913010336,0.929547745,0.738979478,0.844819562
0.846225455,0.683260116,0.741567395,0.868659595,0.753672452,0.326207261,0.79172883,0.87943256,0.924074854,0.91035742,0.735603323,0.82805585
0.842131484,0.688128175,0.762731514,0.873698291,0.748022734,0.334316292,0.791230599,0.883301128,0.928653069,0.905888493,0.7278865,0.809313128
0.804602774,0.670697257,0.771329347,0.883775651,0.736497266,0.351271804,0.781597615,0.848807253,0.935139372,0.928233339,0.730008628,0.802444712
0.777991471,0.664258768,0.774801553,0.88142429,0.757966124,0.341688243,0.799534866,0.854609994,0.94582228,0.943480499,0.752483809,0.810710043
0.787420192,0.776538812,0.779761919,0.862613239,0.754576429,0.346111317,0.812157386,0.85138617,0.913773289,0.950052528,0.749782941,0.80838179
0.801935396,0.770571633,0.746693138,0.858246528,0.743728881,0.33247335,0.789985009,0.834300484,0.896985994,0.884857922,0.730683915,0.778463376
0.860616666,0.757380491,0.766534357,0.838763761,0.741243006,0.330261703,0.807091775,0.847195293,0.877527695,0.890904162,0.711874259,0.781839313
0.872216505,0.774183379,0.766534357,0.870339238,0.735141379,0.343162625,0.799867103,0.837524146,0.87867222,0.874079794,0.720941521,0.786030244
0.861485092,0.806375634,0.828042306,0.848505144,0.771525582,0.381496614,0.833167175,0.890070922,0.873330785,0.91403773,0.73434944,0.822002254
0.826933841,0.806846708,0.825892885,0.84884112,0.765423774,0.402137899,0.815146922,0.882333914,0.877909305,0.889852716,0.730876873,0.829569296
0.825383068,0.784233614,0.820436503,0.848505144,0.761129944,0.390342837,0.803770118,0.873952289,0.872949175,0.887749615,0.714671539,0.809196772
0.810371604,0.755653105,0.782572733,0.782667088,0.73310739,0.359749468,0.777694601,0.855899387,0.831362145,0.85751836,0.696537025,0.781606437
0.850505599,0.751413328,0.756448363,0.800806187,0.718418102,0.345742795,0.785832875,0.854932302,0.825257452,0.84358558,0.69933444,0.75646105
0.852180458,0.771356621,0.808366349,0.797447135,0.760904068,0.36159241,0.812987738,0.906189555,0.834032844,0.874342728,0.729526444,0.823282824
0.834935882,0.78643209,0.808201087,0.808867894,0.776949266,0.343899854,0.807008782,0.929077982,0.857306442,0.873028349,0.721134334,0.811874257
0.793127022,0.795697117,0.804398128,0.816929633,0.781468949,0.359012277,0.810496558,0.939393907,0.838229753,0.90404822,0.707919373,0.797089579
0.771664388,0.792556461,0.772156116,0.827006993,0.798644158,0.356063438,0.822952959,0.919084526,0.843571188,0.890904162,0.706665346,0.7689173
0.824142469,0.790043836,0.759589946,0.853879783,0.794350305,0.368227169,0.823783311,0.901353933,0.89507821,0.942428948,0.715925556,0.759371411
0.837727254,0.770728574,0.803240721,0.8441384,0.775593198,0.376336164,0.829762392,0.943584784,0.893933647,0.876182896,0.691906987,0.777648382
0.844426596,0.81359911,0.800760546,0.842794765,0.791864429,0.385182534,0.832835054,0.979045712,0.887828954,0.901156632,0.669914135,0.695110602
0.824142469,0.801507575,0.810515902,0.84648976,0.764519797,0.377073392,0.807257893,0.966150903,0.875238568,0.884857922,0.665477065,0.679743817
0.831089898,0.812499989,0.825231493,0.866980219,0.769265559,0.365647,0.804434351,0.954867763,0.889736737,0.876182896,0.680717598,0.688707774
0.850133432,0.753611805,0.845734104,0.841787073,0.747118757,0.351271804,0.71881737,0.980012927,0.861884657,0.868822145,0.639529317,0.70104768
0.819304065,0.780307735,0.851190486,0.823647974,0.751186554,0.375230414,0.733682083,1,0.86798935,0.907465701,0.653708935,0.734807967
0.808572752,0.785175793,0.835648109,0.805508875,0.719774147,0.380022195,0.74314894,0.981624758,0.83670358,0.863038838,0.707630003,0.726426105
0.831586158,0.797424504,0.826884916,0.851192481,0.715706328,0.378179253,0.765985675,0.993230206,0.861884657,0.875919962,0.711681301,0.718859063
0.835183962,0.787217313,0.853505284,0.876049618,0.729039593,0.401032149,0.775120295,0.976789136,0.879435478,0.86251305,0.708305145,0.697671731
0.872774765,0.806218442,0.856316097,0.871346931,0.763841876,0.40582393,0.754027514,0.914248872,0.88325074,0.86645632,0.708691062,0.698486539
0.855964349,0.787688403,0.819444489,0.863285191,0.757514215,0.509399245,0.798123149,0.887169568,0.880580003,0.873028349,0.704832578,0.706402813
0.848086401,0.77434032,0.793320119,0.828350661,0.732203412,0.49133813,0.789735889,0.883301128,0.825639062,0.873028349,0.696729984,0.695459834
0.84858266,0.765546398,0.784556909,0.811219254,0.741016972,0.497604183,0.800614454,0.872018021,0.837848143,0.85120916,0.722195394,0.689406237
0.850567599,0.77481141,0.795965556,0.778636084,0.74259887,0.510505106,0.795797971,0.885880045,0.793590377,0.857781189,0.726729029,0.683352629
0.856584602,0.740263722,0.775462945,0.736311766,0.726101808,0.489126519,0.799202745,0.858478433,0.767646042,0.85120916,0.726632617,0.668568126
0.834749795,0.758479863,0.758597916,0.752099269,0.741694893,0.488020769,0.797874038,0.882011605,0.811903808,0.86487898,0.736182053,0.644936009
0.823212043,0.697864276,0.742063526,0.732616771,0.721130011,0.455952981,0.786829345,0.853965216,0.779855123,0.784963108,0.72229195,0.642491237
0.831089898,0.698806456,0.73082014,0.746724866,0.728813559,0.467379337,0.787742815,0.867182495,0.771461342,0.798895757,0.722484764,0.637019747
0.812604722,0.707600378,0.725033004,0.783338771,0.70576278,0.456690025,0.780352025,0.842682108,0.786722731,0.787854801,0.717565365,0.62677522
0.807083973,0.678549015,0.693452385,0.76855896,0.69265539,0.436048777,0.746470597,0.839780754,0.797024029,0.749211245,0.704736176,0.609895163
0.772780894,0.685929683,0.68915341,0.809875586,0.714124429,0.460376092,0.763826491,0.865248227,0.83594036,0.763406854,0.714092799,0.625727525
0.778239644,0.662060276,0.652943045,0.807860235,0.701921017,0.441946308,0.741488111,0.882656383,0.826402016,0.739747497,0.698176969,0.61885912
0.764902946,0.670854213,0.66302904,0.802149822,0.73785313,0.451898391,0.746636716,0.878787943,0.838611058,0.774184981,0.683997351,0.624912717
0.736492784,0.671325303,0.66600523,0.799798495,0.72,0.446738088,0.730194307,0.867504803,0.811903808,0.774447915,0.674737131,0.620954498
0.715216236,0.686871862,0.702876987,0.801813846,0.788248701,0.486546349,0.765321317,0.86073501,0.814956155,0.806782271,0.681971625,0.645983704
0.703740483,0.683574014,0.694609792,0.833725064,0.771977469,0.459638864,0.762747019,0.81818185,0.828309799,0.793112451,0.677052227,0.621536605
0.724148697,0.688599265,0.751818766,0.863956907,0.791638554,0.501290214,0.787825816,0.814635719,0.845478705,0.843848514,0.684190165,0.645867348
0.730289694,0.707600378,0.80208333,0.875713642,0.801356068,0.514191026,0.786580226,0.816892328,0.870660048,0.849631847,0.703675108,0.651222318
0.773773413,0.709170823,0.78373014,0.897211794,0.791864429,0.497972853,0.755023984,0.798517086,0.8412821,0.868559316,0.734445852,0.643655451
0.738291735,0.702575378,0.784556909,0.904266076,0.774689401,0.49281255,0.756850931,0.785944584,0.858451006,0.855941021,0.72200258,0.64644928
0.784318647,0.705401901,0.759920585,0.903594125,0.757288181,0.509767915,0.757598291,0.803997357,0.865318614,0.842008372,0.721327293,0.63643764
0.79988837,0.711683449,0.797122963,0.915015152,0.78192104,0.539992762,0.764823086,0.83107666,0.858451006,0.846477299,0.728465375,0.65192077
0.792320589,0.725188472,0.761408746,0.907289153,0.763163932,0.510873665,0.748629665,0.816569987,0.835559017,0.806519337,0.701649536,0.604540193
0.799019938,0.70932778,0.767691765,0.892509073,0.727457672,0.514928218,0.753280155,0.812056673,0.820297628,0.809411056,0.689977818,0.628055778
0.767198151,0.719692148,0.770833332,0.859926172,0.754124339,0.517876909,0.764075603,0.845261154,0.795497856,0.797318549,0.690170776,0.638183961
0.774393666,0.708542557,0.810185132,0.851864164,0.744858893,0.537412592,0.748795784,0.843649323,0.793208767,0.782860112,0.674640729,0.65483113
0.743998565,0.69974862,0.792162712,0.833389357,0.713220452,0.53556965,0.728782466,0.846872985,0.783670423,0.752891555,0.670589422,0.641210666
0.754791972,0.719378015,0.845899481,0.813234638,0.769265559,0.519351329,0.733931203,0.851063862,0.776802777,0.786277488,0.672325633,0.682654178
0.770609776,0.728171952,0.912037043,0.837084352,0.802485921,0.558791068,0.726042174,0.840747937,0.772605905,0.852523539,0.678788428,0.752619351
0.785497246,0.75973616,0.886739442,0.838763761,0.801356068,0.537043922,0.734097197,0.830109607,0.821442153,0.851997777,0.68592652,0.757042982
0.783822387,0.753611805,0.859953696,0.802485563,0.804971797,0.561739907,0.7302773,0.821405513,0.797786982,0.833859004,0.679367169,0.746332879
0.787978445,0.756281371,0.864748686,0.848505144,0.818531096,0.586067223,0.734429434,0.826885912,0.838611058,0.832807453,0.670107093,0.740279282
0.85999632,0.760364207,0.869212905,0.864292883,0.826666689,0.57574658,0.727619877,0.800773694,0.83670358,0.828864314,0.678692026,0.757974321
0.855840262,0.763818996,0.85697749,0.759825268,0.793220475,0.577220853,0.724132101,0.776595745,0.766119869,0.826498358,0.679753085,0.7315482
0.853234977,0.736495035,0.836309502,0.750083885,0.803163864,0.527460471,0.726789525,0.78110893,0.764593734,0.80073603,0.628243525,0.726658818
0.842999917,0.721105417,0.835152111,0.751091577,0.78192104,0.530040641,0.709765751,0.784977498,0.75124009,0.80073603,0.637600147,0.737252565
0.857391035,0.709956046,0.827380914,0.761840653,0.774689401,0.536675363,0.698471939,0.811089587,0.755818304,0.792849517,0.635285061,0.736554114
0.733701412,0.703360601,0.829861106,0.74403753,0.786214712,0.5709548,0.707523566,0.789490683,0.786341121,0.817560398,0.620044374,0.739580819
0.764034519,0.689855562,0.819609734,0.803829231,0.781242915,0.577958044,0.695565396,0.779497099,0.821442153,0.798895757,0.606347084,0.733410866
0.766143638,0.688442073,0.815476137,0.781995103,0.774237333,0.599336668,0.673393018,0.790457769,0.792827119,0.780231221,0.583486131,0.738766011
0.774765932,0.668655721,0.812003931,0.762176629,0.762033921,0.601548168,0.662680571,0.778530013,0.756199914,0.762355303,0.571814412,0.740977908
0.772594814,0.639918271,0.793981512,0.708431316,0.747118757,0.542204225,0.649725931,0.768536428,0.731781791,0.729758092,0.570946312,0.730151286
0.764778952,0.608982314,0.782903371,0.719852075,0.721130011,0.48507193,0.636937292,0.745648001,0.739412352,0.710567794,0.57364717,0.724097677
0.745797418,0.588567696,0.739087335,0.688276833,0.720678124,0.457058731,0.639179478,0.748871663,0.688668588,0.686382675,0.568148887,0.697438856
0.757211177,0.607883193,0.820932518,0.676519829,0.738305198,0.478805877,0.660106265,0.811412057,0.660816469,0.753417343,0.61338862,0.758207196
0.73066196,0.627669545,0.792162712,0.654014019,0.711638531,0.458533151,0.667829176,0.815925242,0.678366985,0.743690767,0.627761197,0.760884682
0.752744946,0.608668416,0.771659985,0.685589497,0.708474712,0.455584311,0.653961065,0.768214088,0.680274768,0.733175468,0.619465634,0.765541363
0.712548858,0.608982314,0.773148147,0.672824801,0.680904068,0.431994187,0.689503322,0.776595745,0.684853021,0.72634061,0.631812494,0.740512158
0.771478208,0.596419454,0.771329347,0.697346265,0.708926599,0.455952981,0.680285577,0.759187589,0.694391366,0.732649811,0.606829413,0.732479539
0.761243148,0.609453403,0.761904745,0.672824801,0.71525426,0.449318258,0.686015538,0.77176009,0.654711814,0.696635013,0.583678944,0.740977908
0.742199713,0.609139506,0.7468584,0.653006327,0.707118667,0.429782576,0.683524233,0.765957511,0.666920857,0.680073579,0.603935586,0.729569179
0.711990599,0.626570424,0.754133565,0.659724398,0.72,0.441209079,0.667829176,0.718891006,0.676077897,0.675867481,0.608469212,0.682421477
0.713479377,0.611180806,0.745204977,0.640577607,0.685649808,0.440471888,0.67081872,0.707930335,0.664631769,0.656677051,0.604514317,0.654132679
0.695676542,0.622644545,0.753637549,0.635203203,0.652429424,0.424990943,0.648895454,0.694713056,0.621518566,0.649842194,0.604996645,0.660302632
0.674710068,0.629868021,0.74107138,0.657037331,0.663276972,0.380759423,0.665919227,0.699548678,0.640595255,0.654836909,0.617825834,0.665541246
0.68320827,0.623586709,0.726851804,0.668122114,0.653559435,0.392185779,0.688423726,0.66408775,0.64593669,0.646161884,0.597858563,0.654714786
0.664288828,0.633008677,0.725694396,0.665099071,0.636384249,0.397346266,0.689337195,0.652482302,0.631438521,0.634332205,0.585222332,0.620605267
0.673593462,0.617305161,0.799437761,0.699361616,0.648135593,0.377810584,0.723301749,0.675048291,0.640976865,0.625394246,0.589177228,0.622235057
0.67700518,0.630182154,0.779100527,0.651326683,0.637966169,0.371544531,0.718900495,0.701805287,0.623426044,0.610935809,0.596218763,0.620954498
0.651386483,0.620759951,0.796130933,0.70104126,0.680451977,0.370070111,0.719481728,0.724371406,0.668065726,0.610935809,0.532844671,0.630849794
0.648222851,0.602857958,0.794642904,0.684245829,0.663502825,0.36306683,0.69755847,0.701805287,0.620755308,0.598317513,0.493778374,0.620488911
0.662365883,0.579145728,0.756448363,0.699697592,0.564519842,0.351640326,0.690499793,0.669568021,0.653567251,0.571766464,0.487894309,0.604540193
0.653619508,0.576318985,0.756944378,0.689956208,0.567909718,0.357537857,0.701793596,0.680850999,0.65051521,0.573869566,0.490498765,0.606519215
0.663048229,0.561557869,0.717427201,0.693315261,0.565649853,0.355694916,0.684603829,0.644745326,0.64212139,0.558096617,0.47815176,0.586030171
0.650890223,0.547267622,0.713954996,0.705072264,0.564971751,0.357906379,0.663344929,0.642811025,0.661579422,0.553364757,0.474100463,0.592083768
0.628683156,0.548209786,0.70949076,0.663755403,0.559548068,0.366015521,0.670154362,0.681818214,0.592521884,0.54363818,0.479598746,0.599417935
0.632094874,0.531878004,0.68816138,0.611689466,0.545988768,0.362329638,0.647483745,0.60477118,0.571919022,0.53364867,0.46078909,0.590337622
0.603684712,0.539415864,0.690145424,0.623782176,0.572203367,0.384445306,0.653379833,0.581560284,0.58260193,0.539432082,0.474679203,0.599068703
0.600397081,0.542242371,0.732308169,0.629828565,0.565875729,0.456690025,0.648978455,0.592843295,0.583365188,0.550998931,0.484325195,0.597089681
0.605173392,0.544440864,0.755290972,0.63587492,0.573333379,0.499815794,0.638598121,0.596067086,0.594429668,0.54994738,0.484421742,0.615017421
0.589355588,0.54616825,0.760085962,0.618407772,0.576271186,0.49244388,0.63585782,0.635396486,0.579168278,0.564931606,0.473039403,0.616996443
0.576204976,0.54616825,0.720403392,0.598925005,0.570621469,0.500184353,0.636189933,0.647969117,0.575734322,0.558359577,0.469759795,0.620721798
0.62800081,0.551507399,0.711640181,0.577426887,0.573107345,0.497972853,0.6258926,0.64764668,0.549408682,0.554153479,0.458474003,0.624912717
0.630916269,0.55511938,0.719245984,0.547195044,0.597740203,0.505713325,0.631705687,0.65667305,0.533002729,0.54994738,0.467637667,0.633643799
0.632342954,0.563285035,0.692294977,0.544843717,0.591864452,0.499078603,0.635691702,0.672791683,0.51354443,0.562828505,0.475258078,0.621187374
0.627690637,0.558888067,0.696593952,0.554921076,0.590960475,0.530040641,0.645324677,0.668600935,0.484547787,0.571503635,0.464551027,0.620721798
0.625395525,0.563599169,0.699239388,0.528720238,0.585084904,0.524880338,0.640508194,0.684397131,0.474628099,0.580178661,0.480949185,0.623864859
0.636747191,0.562813946,0.684193159,0.532750973,0.596384339,0.530777869,0.649227699,0.692778885,0.473483269,0.578864255,0.460692543,0.626076756
0.635754672,0.575376805,0.695767183,0.547195044,0.598192113,0.531515061,0.632868276,0.70309481,0.504387696,0.568874745,0.457027162,0.622351588
0.636747191,0.572079193,0.683531767,0.538125645,0.572429401,0.504976134,0.62987874,0.694390716,0.504769001,0.556782238,0.433780282,0.5883586
0.643446441,0.572393106,0.685350566,0.56264684,0.584632814,0.514559548,0.624813128,0.713410735,0.528805819,0.552050377,0.439182019,0.585564584
0.651324396,0.557945887,0.672123004,0.581457891,0.584180927,0.510505106,0.644411208,0.700838201,0.561999068,0.543112418,0.464551027,0.588824176
0.649091277,0.571450927,0.676091225,0.536446001,0.579209153,0.518982807,0.632286919,0.680528691,0.514688955,0.540483632,0.474775749,0.594644897
0.637305445,0.570351806,0.655919252,0.536781977,0.564745876,0.510136437,0.64474332,0.684074823,0.497520088,0.528391126,0.480081074,0.576251395
0.636809185,0.573649403,0.700066157,0.544172001,0.58960461,0.547364675,0.66533787,0.726627982,0.507058432,0.547844279,0.485868583,0.595110659
0.623720666,0.574748775,0.695767183,0.5623111,0.572655458,0.537781114,0.651220641,0.722759574,0.504387696,0.552313311,0.492427935,0.577997716
0.627194378,0.556532634,0.69874339,0.55223374,0.572203367,0.567268732,0.661185737,0.724048968,0.499046223,0.551524588,0.493874776,0.586146691
0.61851009,0.577418341,0.71527778,0.566006128,0.542824949,0.573534933,0.657864079,0.714377789,0.500572396,0.554679241,0.50139864,0.583469217
0.650890223,0.548209786,0.709986775,0.520322522,0.512542373,0.562477099,0.648895454,0.68665374,0.45478819,0.550998931,0.462621712,0.566356274
0.650517963,0.55464829,0.714120373,0.528384262,0.522034034,0.571323322,0.658445436,0.677627337,0.452499063,0.562039887,0.482492572,0.568800883
0.657837658,0.53297736,0.69990078,0.515283859,0.523389898,0.577958044,0.652798468,0.617021244,0.442960719,0.554153479,0.474486389,0.56810242
0.679982638,0.52999366,0.682704998,0.531071598,0.509604588,0.553262206,0.634030873,0.594455126,0.465852708,0.549421592,0.472267705,0.562747287
0.670181838,0.522612976,0.675264572,0.574403844,0.500791028,0.545890256,0.645989035,0.598646003,0.501335349,0.537854873,0.467155338,0.56647263
0.68320827,0.51947232,0.648148188,0.615048753,0.497175141,0.507556304,0.627138315,0.579948453,0.552842333,0.524185027,0.470627905,0.572526226
0.682588017,0.528109301,0.654761845,0.604971394,0.49875704,0.497235661,0.63328339,0.562862637,0.576115932,0.517612998,0.468988096,0.570430674
0.65566654,0.536118016,0.645998635,0.606986745,0.511186486,0.496866992,0.646819387,0.576079884,0.576497542,0.498159766,0.470531494,0.575552943
0.640903249,0.545383027,0.643353198,0.615720436,0.507118689,0.494286822,0.650805402,0.577047099,0.584891323,0.487907401,0.470242123,0.566007054
0.638546044,0.549466099,0.676091225,0.631508209,0.507570757,0.517876909,0.662265333,0.592843295,0.569629934,0.499999908,0.479888116,0.575669288
0.630420009,0.510364266,0.644179852,0.638898232,0.478192158,0.498341412,0.619332287,0.570277176,0.582220625,0.447160848,0.45914929,0.543073389
0.632777214,0.510678399,0.657738035,0.65233461,0.479096136,0.507556304,0.633615635,0.562217859,0.583365188,0.46188214,0.460017401,0.542374763
0.626387945,0.521513856,0.642361052,0.662075759,0.482486011,0.52561753,0.616010629,0.597034172,0.574589759,0.458201804,0.44959971,0.539231701
0.61305134,0.512091652,0.652447047,0.621766825,0.499887051,0.52266869,0.610612781,0.60831715,0.533765644,0.445846469,0.45046781,0.537718256
0.586936296,0.490420847,0.67559521,0.578098603,0.496949266,0.521194271,0.608453713,0.58833011,0.491415395,0.449789633,0.444197973,0.544470315
0.601513594,0.488379438,0.673280412,0.597245361,0.477514237,0.508293495,0.604218453,0.601869826,0.487218485,0.452681326,0.453361637,0.539697278
0.583462578,0.475502429,0.669642813,0.575075527,0.461920949,0.497604183,0.579388777,0.584783978,0.463181971,0.452418497,0.415067038,0.528288711
0.584765271,0.466237417,0.604828035,0.577090911,0.468474644,0.513085276,0.581298725,0.57865893,0.449065107,0.453995706,0.449020969,0.523981435
0.606972343,0.466394484,0.599867669,0.561639148,0.461694915,0.498710081,0.591263821,0.59735648,0.431896201,0.456361662,0.438603278,0.525843938
0.598225962,0.458542726,0.594411419,0.548874721,0.462146983,0.461481842,0.601644155,0.598646003,0.431133286,0.443217604,0.444680302,0.520139736
0.583710758,0.443938456,0.608134864,0.565670152,0.46350287,0.441209079,0.598073378,0.592198517,0.438763847,0.462145074,0.446609471,0.499999913
0.5698778,0.427920807,0.601190453,0.552905457,0.445423864,0.40692968,0.589104753,0.586395809,0.429988418,0.502365865,0.43503431,0.486379448
